date,zip_code,permit_type,count,land_use
2019-06-04,77006,Residential,1,Single Family Residential (Public Street)
2019-06-04,77007,Unrestricted,1,Unrestricted
2019-06-04,77007,Residential,1,Single Family Residential (Shared Driveways)
2019-06-04,77007,Residential,1,Single Family Residential (Public Street)
2019-06-04,77007,Unrestricted,1,Unrestricted
2019-06-04,77008,Commercial,1,Commercial
2019-06-04,77008,Residential,1,Single Family Residential (Shared Driveways)
2019-06-04,77009,Residential,1,Single Family Residential (Public Street)
2019-06-04,77009,Residential,1,Single Family Residential (Public Street)
2019-06-04,77018,Residential,1,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2); Single Family Residential (Shared Driveways)
2019-06-04,77018,Unrestricted,1,Unrestricted
2019-06-04,77018,Residential,1,Single Family Residential (Public Street)
2019-06-04,77019,Unrestricted,1,Unrestricted
2019-06-04,77019,Residential,1,Single Family Residential (Shared Driveways)
2019-06-04,77019,Residential,1,Single Family Residential (Public Street)
2019-06-04,77020,Unrestricted,1,Unrestricted
2019-06-04,77021,Residential,1,Unrestricted; Single Family Residential (Public Street)
2019-06-04,77021,Unrestricted,1,Unrestricted
2019-06-04,77021,Residential,1,Single Family Residential (Public Street)
2019-06-04,77021,Residential,1,Single Family Residential (Shared Driveways)
2019-06-04,77022,Residential,1,Single Family Residential (Public Street); Other
2019-06-04,77024,Other,1,General Plan
2019-06-04,77024,Residential,1,Single Family Residential (Public Street)
2019-06-04,77024,Unrestricted,1,Unrestricted
2019-06-04,77024,Unrestricted,1,Unrestricted
2019-06-04,77027,Unrestricted,1,Unrestricted
2019-06-04,77029,Commercial,1,Commercial
2019-06-04,77034,Unrestricted,1,Unrestricted
2019-06-04,77038,Residential,1,Drainage or Detention; Single Family Residential (Public Street)
2019-06-04,77039,Unrestricted,1,Unrestricted
2019-06-04,77042,Other,1,Other
2019-06-04,77043,Unrestricted,1,Unrestricted
2019-06-04,77044,Unrestricted,1,Unrestricted
2019-06-04,77045,Unrestricted,1,Unrestricted
2019-06-04,77045,Unrestricted,1,Unrestricted
2019-06-04,77047,Unrestricted,1,Unrestricted
2019-06-04,77047,Other,1,Street Dedication
2019-06-04,77047,Residential,1,Single Family Residential (PAE 1/PAE 2)
2019-06-04,77048,Unrestricted,1,Unrestricted
2019-06-04,77048,Commercial,1,Commercial
2019-06-04,77056,Residential,1,Single Family Residential (Public Street)
2019-06-04,77056,Residential,1,Single Family Residential (Public Street)
2019-06-04,77057,Residential,1,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2)
2019-06-04,77057,Unrestricted,1,Unrestricted
2019-06-04,77064,Other,1,"Church, School and Institutional"
2019-06-04,77066,Unrestricted,1,Unrestricted
2019-06-04,77066,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (PAE 1/PAE 2)
2019-06-04,77069,Residential,1,Drainage or Detention; Single Family Residential (Public Street)
2019-06-04,77070,Unrestricted,1,Unrestricted
2019-06-04,77072,Unrestricted,1,Unrestricted
2019-06-04,77080,Residential,1,Residential Guest Parking; Single Family Residential (Shared Driveways)
2019-06-04,77084,Residential,1,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2019-06-04,77084,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-06-04,77091,Residential,1,Single Family Residential (Public Street)
2019-06-04,77092,Residential,1,Single Family Residential (Public Street)
2019-06-04,77093,Unrestricted,1,Unrestricted
2019-06-04,77339,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2019-06-04,77346,Residential,1,Compensating Open Space; Landscape or Open Space; Residential Guest Parking; Single Family Residential (Public Street); Other
2019-06-04,77346,Residential,1,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2)
2019-06-04,77375,Unrestricted,1,Unrestricted
2019-06-04,77375,Residential,1,Single Family Residential (PAE 1/PAE 2)
2019-06-04,77377,Other,1,Street Dedication
2019-06-04,77377,Residential,1,Single Family Residential (Public Street)
2019-06-04,77377,Other,1,Drainage or Detention; Landscape or Open Space; Street Dedication
2019-06-04,77377,Unrestricted,1,Unrestricted
2019-06-04,77377,Unrestricted,1,Unrestricted
2019-06-04,77379,Unrestricted,1,Unrestricted
2019-06-04,77386,Other,1,Other
2019-06-04,77389,Unrestricted,1,Unrestricted
2019-06-04,77406,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street); Other
2019-06-04,77406,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-06-04,77407,Residential,1,Single Family Residential (Public Street)
2019-06-04,77407,Unrestricted,1,Unrestricted
2019-06-04,77429,Residential,1,Single Family Residential (Public Street)
2019-06-04,77429,Residential,1,Single Family Residential (Public Street)
2019-06-04,77433,Unrestricted,1,Unrestricted
2019-06-04,77433,Residential,1,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street)
2019-06-04,77447,Other,1,Street Dedication
2019-06-04,77447,Residential,1,Drainage or Detention; Landscape or Open Space; Recreation; Single Family Residential (Public Street)
2019-06-04,77449,Other,1,Landscape or Open Space; Recreation
2019-06-04,77449,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-06-04,77449,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-06-04,77493,Other,1,Compensating Open Space; Drainage or Detention; Landscape or Open Space
2019-06-04,77493,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2019-06-04,77498,Residential,1,Compensating Open Space; Landscape or Open Space; Single Family Residential (PAE 1/PAE 2)
2019-06-20,77004,Unrestricted,1,Unrestricted
2019-06-20,77004,Unrestricted,1,Unrestricted
2019-06-20,77004,Residential,1,Residential Guest Parking; Single Family Residential (Shared Driveways)
2019-06-20,77004,Residential,1,Single Family Residential (Public Street); Single Family Residential (Shared Driveways)
2019-06-20,77006,Residential,1,Single Family Residential (Public Street)
2019-06-20,77007,Commercial,1,Commercial
2019-06-20,77008,Unrestricted,1,Unrestricted
2019-06-20,77008,Residential,1,Single Family Residential (Public Street)
2019-06-20,77008,Residential,1,Single Family Residential (Shared Driveways)
2019-06-20,77009,Unrestricted,1,Unrestricted
2019-06-20,77009,Residential,1,Single Family Residential (Public Street)
2019-06-20,77009,Residential,1,Landscape or Open Space; Recreation; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2)
2019-06-20,77011,Unrestricted,1,Unrestricted
2019-06-20,77011,Residential,1,Single Family Residential (Public Street)
2019-06-20,77013,Commercial,1,Commercial
2019-06-20,77016,Unrestricted,1,Unrestricted
2019-06-20,77016,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-06-20,77016,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2019-06-20,77018,Unrestricted,1,Unrestricted
2019-06-20,77018,Residential,1,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2); Single Family Residential (Shared Driveways)
2019-06-20,77018,Residential,1,Residential Guest Parking; Single Family Residential (Shared Driveways)
2019-06-20,77018,Residential,1,Residential Guest Parking; Single Family Residential (Shared Driveways)
2019-06-20,77019,Unrestricted,1,Unrestricted
2019-06-20,77019,Residential,1,Single Family Residential (Shared Driveways)
2019-06-20,77020,Unrestricted,1,Unrestricted
2019-06-20,77020,Unrestricted,1,Unrestricted
2019-06-20,77021,Residential,1,Unrestricted; Single Family Residential (Public Street)
2019-06-20,77021,Residential,1,Landscape or Open Space; Residential Guest Parking; Single Family Residential (Shared Driveways)
2019-06-20,77021,Unrestricted,1,Unrestricted
2019-06-20,77021,Residential,1,Single Family Residential (Public Street)
2019-06-20,77022,Residential,1,Single Family Residential (Public Street)
2019-06-20,77027,Unrestricted,1,Unrestricted Intended for Multifamily
2019-06-20,77027,Unrestricted,1,Unrestricted Intended for Multifamily
2019-06-20,77028,Unrestricted,1,Unrestricted
2019-06-20,77040,Other,1,Drainage or Detention
2019-06-20,77040,Unrestricted,1,Unrestricted
2019-06-20,77041,Other,1,Recreation
2019-06-20,77042,Unrestricted,1,Unrestricted
2019-06-20,77043,Residential,1,Drainage or Detention; Single Family Residential (Public Street); Single Family Residential (Shared Driveways)
2019-06-20,77045,Unrestricted,1,Unrestricted
2019-06-20,77047,Residential,1,Landscape or Open Space; Recreation; Single Family Residential (PAE 1/PAE 2)
2019-06-20,77047,Residential,1,Residential Guest Parking; Single Family Residential (PAE 1/PAE 2)
2019-06-20,77048,Unrestricted,1,Unrestricted
2019-06-20,77048,Residential,1,Single Family Residential (Public Street)
2019-06-20,77049,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-06-20,77049,Unrestricted,1,Unrestricted
2019-06-20,77054,Unrestricted,1,Unrestricted
2019-06-20,77056,Unrestricted,1,Unrestricted
2019-06-20,77056,Residential,1,Single Family Residential (Public Street)
2019-06-20,77056,Residential,1,Single Family Residential (Public Street)
2019-06-20,77057,Unrestricted,1,Unrestricted
2019-06-20,77059,Unrestricted,1,Unrestricted
2019-06-20,77066,Unrestricted,1,Unrestricted
2019-06-20,77066,Unrestricted,1,Unrestricted
2019-06-20,77066,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (PAE 1/PAE 2)
2019-06-20,77069,Residential,1,Drainage or Detention; Single Family Residential (Public Street)
2019-06-20,77073,Unrestricted,1,Unrestricted
2019-06-20,77073,Unrestricted,1,Unrestricted
2019-06-20,77073,Commercial,1,Commercial
2019-06-20,77079,Residential,1,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2)
2019-06-20,77080,Residential,1,Single Family Residential (PAE 1/PAE 2)
2019-06-20,77080,Residential,1,Compensating Open Space; Landscape or Open Space; Single Family Residential (PAE 1/PAE 2)
2019-06-20,77080,Unrestricted,1,Unrestricted
2019-06-20,77080,Unrestricted,1,Unrestricted
2019-06-20,77082,Unrestricted,1,Unrestricted
2019-06-20,77093,Unrestricted,1,Unrestricted
2019-06-20,77095,Unrestricted,1,Unrestricted
2019-06-20,77095,Unrestricted,1,Unrestricted
2019-06-20,77339,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2019-06-20,77346,Unrestricted,1,Unrestricted
2019-06-20,77365,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-06-20,77373,Other,1,General Plan
2019-06-20,77373,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-06-20,77375,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2019-06-20,77375,Commercial,1,Commercial
2019-06-20,77377,Unrestricted,1,Unrestricted
2019-06-20,77379,Unrestricted,1,Unrestricted
2019-06-20,77380,Commercial,1,Commercial
2019-06-20,77386,Unrestricted,1,Unrestricted
2019-06-20,77389,Unrestricted,1,Unrestricted
2019-06-20,77406,Unrestricted,1,Unrestricted
2019-06-20,77406,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2019-06-20,77406,Unrestricted,1,Unrestricted
2019-06-20,77407,Commercial,1,Commercial
2019-06-20,77429,Residential,1,Single Family Residential (Public Street)
2019-06-20,77429,Residential,1,Drainage or Detention; Single Family Residential (Public Street)
2019-06-20,77429,Other,1,General Plan
2019-06-20,77433,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-06-20,77433,Residential,1,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street)
2019-06-20,77433,Residential,1,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street)
2019-06-20,77433,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-06-20,77433,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-06-20,77433,Residential,1,Unrestricted; Single Family Residential (PAE 1/PAE 2)
2019-06-20,77447,Other,1,General Plan
2019-06-20,77447,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2019-06-20,77447,Residential,1,"Compensating Open Space; Landscape or Open Space; Single Family Residential (PAE 1/PAE 2); Water Treatment, Production or Repressurization"
2019-06-20,77447,Other,1,Street Dedication
2019-06-20,77449,Other,1,Landscape or Open Space; Recreation
2019-06-20,77493,Residential,1,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street); Other
2019-06-20,77494,Unrestricted,1,Unrestricted
2019-06-20,77532,Other,1,General Plan
2019-06-20,77532,Residential,1,Commercial; Drainage or Detention; Landscape or Open Space; Lift Station; Single Family Residential (Public Street)
2019-07-08,77003,Residential,1,Single Family Residential (Shared Driveways)
2019-07-08,77003,Unrestricted,1,Unrestricted
2019-07-08,77004,Unrestricted,1,Unrestricted
2019-07-08,77004,Unrestricted,1,Unrestricted
2019-07-08,77007,Residential,1,Single Family Residential (Public Street)
2019-07-08,77007,Residential,1,Single Family Residential (Public Street)
2019-07-08,77008,Residential,1,Single Family Residential (Public Street); Single Family Residential (Shared Driveways)
2019-07-08,77008,Residential,1,Compensating Open Space; Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2)
2019-07-08,77008,Unrestricted,1,Unrestricted
2019-07-08,77008,Residential,1,Single Family Residential (Public Street)
2019-07-08,77009,Residential,1,Single Family Residential (Public Street)
2019-07-08,77009,Unrestricted,1,Unrestricted
2019-07-08,77009,Other,1,General Plan
2019-07-08,77009,Residential,1,Single Family Residential (Public Street)
2019-07-08,77011,Unrestricted,1,Unrestricted
2019-07-08,77015,Commercial,1,Commercial
2019-07-08,77017,Residential,1,Single Family Residential (Public Street)
2019-07-08,77020,Residential,1,Single Family Residential (Public Street)
2019-07-08,77021,Residential,1,Landscape or Open Space; Residential Guest Parking; Single Family Residential (Public Street)
2019-07-08,77021,Residential,1,Single Family Residential (Public Street)
2019-07-08,77021,Residential,1,Single Family Residential (Public Street)
2019-07-08,77021,Residential,1,Single Family Residential (Public Street)
2019-07-08,77022,Residential,1,Single Family Residential (Public Street)
2019-07-08,77023,Residential,1,Single Family Residential (Public Street)
2019-07-08,77037,Other,1,General Plan
2019-07-08,77037,Other,1,"Church, School and Institutional"
2019-07-08,77041,Other,1,Recreation
2019-07-08,77041,Residential,1,Single Family Residential (Public Street)
2019-07-08,77042,Unrestricted,1,Unrestricted
2019-07-08,77042,Unrestricted,1,Unrestricted
2019-07-08,77043,Residential,1,Drainage or Detention; Single Family Residential (Public Street); Single Family Residential (Shared Driveways)
2019-07-08,77044,Unrestricted,1,Unrestricted
2019-07-08,77044,Commercial,1,Commercial
2019-07-08,77047,Commercial,1,Commercial
2019-07-08,77048,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2019-07-08,77049,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-07-08,77059,Unrestricted,1,Unrestricted
2019-07-08,77060,Residential,1,Single Family Residential (PAE 1/PAE 2)
2019-07-08,77066,Other,1,General Plan
2019-07-08,77070,Other,1,General Plan
2019-07-08,77072,Unrestricted,1,Unrestricted Intended for Multifamily
2019-07-08,77077,Other,1,Street Dedication
2019-07-08,77084,Unrestricted,1,Unrestricted; Landscape or Open Space
2019-07-08,77084,Unrestricted,1,Unrestricted
2019-07-08,77091,Residential,1,Single Family Residential (Public Street)
2019-07-08,77092,Unrestricted,1,Unrestricted
2019-07-08,77093,Unrestricted,1,Unrestricted
2019-07-08,77346,Residential,1,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street)
2019-07-08,77346,Unrestricted,1,Unrestricted
2019-07-08,77365,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-07-08,77375,Commercial,1,Commercial
2019-07-08,77377,Other,1,"Water Treatment, Production or Repressurization"
2019-07-08,77377,Other,1,General Plan
2019-07-08,77379,Unrestricted,1,Unrestricted
2019-07-08,77389,Unrestricted,1,Unrestricted
2019-07-08,77389,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-07-08,77389,Unrestricted,1,Unrestricted
2019-07-08,77406,Other,1,"Drainage or Detention; Water Treatment, Production or Repressurization"
2019-07-08,77406,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-07-08,77406,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2019-07-08,77407,Commercial,1,Commercial; Drainage or Detention
2019-07-08,77429,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2019-07-08,77433,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-07-08,77433,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-07-08,77433,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-07-08,77433,Residential,1,Unrestricted; Single Family Residential (PAE 1/PAE 2)
2019-07-08,77447,Other,1,"Water Treatment, Production or Repressurization"
2019-07-08,77449,Other,1,Street Dedication
2019-07-08,77449,Unrestricted,1,Unrestricted
2019-07-08,77484,Residential,1,Single Family Residential (Public Street)
2019-07-08,77493,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2019-07-08,77493,Other,1,General Plan
2019-07-08,77494,Other,1,"Water Treatment, Production or Repressurization"
2019-07-08,77494,Other,1,General Plan
2019-07-08,77494,Residential,1,Unrestricted; Compensating Open Space; Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2); Other
2019-07-08,77494,Unrestricted,1,Unrestricted Intended for Multifamily
2019-07-08,77498,Residential,1,Compensating Open Space; Single Family Residential (PAE 1/PAE 2)
2019-07-08,77532,Other,1,"Church, School and Institutional"
2019-07-08,77545,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-07-25,77002,Unrestricted,1,Unrestricted
2019-07-25,77003,Unrestricted,1,Unrestricted
2019-07-25,77003,Residential,1,Single Family Residential (Shared Driveways)
2019-07-25,77004,Unrestricted,1,Unrestricted
2019-07-25,77004,Unrestricted,1,Unrestricted
2019-07-25,77007,Unrestricted,1,Unrestricted
2019-07-25,77007,Residential,1,Single Family Residential (Public Street)
2019-07-25,77007,Residential,1,Single Family Residential (Shared Driveways)
2019-07-25,77009,Residential,1,Single Family Residential (Public Street)
2019-07-25,77009,Residential,1,Single Family Residential (Public Street)
2019-07-25,77009,Residential,1,Single Family Residential (Public Street); Single Family Residential (Shared Driveways)
2019-07-25,77009,Residential,1,Single Family Residential (Public Street)
2019-07-25,77011,Residential,1,Single Family Residential (Shared Driveways)
2019-07-25,77015,Commercial,1,"Church, School and Institutional; Commercial"
2019-07-25,77016,Residential,1,Single Family Residential (Public Street)
2019-07-25,77016,Residential,1,Single Family Residential (Public Street)
2019-07-25,77018,Residential,1,Single Family Residential (Public Street)
2019-07-25,77018,Residential,1,Single Family Residential (Shared Driveways)
2019-07-25,77019,Residential,1,Single Family Residential (Public Street)
2019-07-25,77019,Residential,1,Single Family Residential (Public Street)
2019-07-25,77019,Residential,1,Single Family Residential (Public Street)
2019-07-25,77020,Unrestricted,1,Unrestricted
2019-07-25,77020,Unrestricted,1,Unrestricted
2019-07-25,77020,Residential,1,Single Family Residential (Public Street)
2019-07-25,77021,Residential,1,Landscape or Open Space; Residential Guest Parking; Single Family Residential (Public Street)
2019-07-25,77022,Residential,1,Residential Guest Parking; Single Family Residential (Shared Driveways)
2019-07-25,77022,Residential,1,Single Family Residential (Public Street)
2019-07-25,77023,Residential,1,Single Family Residential (Public Street)
2019-07-25,77025,Unrestricted,1,Unrestricted
2019-07-25,77025,Unrestricted,1,Unrestricted
2019-07-25,77026,Residential,1,Single Family Residential (Shared Driveways)
2019-07-25,77027,Unrestricted,1,Unrestricted
2019-07-25,77027,Unrestricted,1,Unrestricted
2019-07-25,77028,Unrestricted,1,Unrestricted; Commercial
2019-07-25,77038,Unrestricted,1,Unrestricted
2019-07-25,77043,Other,1,General Plan
2019-07-25,77043,Residential,1,Drainage or Detention; Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2)
2019-07-25,77043,Unrestricted,1,Unrestricted
2019-07-25,77044,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2019-07-25,77045,Commercial,1,Commercial
2019-07-25,77047,Residential,1,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2)
2019-07-25,77048,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-07-25,77048,Unrestricted,1,Unrestricted
2019-07-25,77055,Residential,1,Residential Guest Parking; Single Family Residential (PAE 1/PAE 2)
2019-07-25,77056,Residential,1,Single Family Residential (Shared Driveways)
2019-07-25,77060,Residential,1,Single Family Residential (PAE 1/PAE 2)
2019-07-25,77065,Residential,1,Unrestricted; Single Family Residential (Public Street)
2019-07-25,77066,Other,1,General Plan
2019-07-25,77071,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2019-07-25,77072,Unrestricted,1,Unrestricted
2019-07-25,77072,Unrestricted,1,Unrestricted
2019-07-25,77073,Unrestricted,1,Unrestricted
2019-07-25,77073,Unrestricted,1,Unrestricted
2019-07-25,77075,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-07-25,77075,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-07-25,77076,Residential,1,Residential Guest Parking; Single Family Residential (Shared Driveways)
2019-07-25,77079,Other,1,"Water Treatment, Production or Repressurization"
2019-07-25,77079,Residential,1,Single Family Residential (PAE 1/PAE 2)
2019-07-25,77083,Unrestricted,1,Unrestricted
2019-07-25,77084,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-07-25,77088,Residential,1,Landscape or Open Space; Residential Guest Parking; Single Family Residential (Shared Driveways)
2019-07-25,77090,Residential,1,Compensating Open Space; Landscape or Open Space; Single Family Residential (PAE 1/PAE 2)
2019-07-25,77090,Residential,1,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street)
2019-07-25,77091,Residential,1,Residential Guest Parking; Single Family Residential (Shared Driveways)
2019-07-25,77091,Unrestricted,1,Unrestricted
2019-07-25,77092,Unrestricted,1,Unrestricted Intended for Multifamily
2019-07-25,77093,Residential,1,Single Family Residential (Public Street)
2019-07-25,77093,Commercial,1,Commercial
2019-07-25,77095,Unrestricted,1,Unrestricted
2019-07-25,77099,Commercial,1,Commercial
2019-07-25,77336,Other,1,"Compensating Open Space; Drainage or Detention; Recreation; Water Treatment, Production or Repressurization"
2019-07-25,77338,Residential,1,Unrestricted; Landscape or Open Space; Single Family Residential (Public Street)
2019-07-25,77346,Residential,1,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street); Other
2019-07-25,77346,Other,1,Landscape or Open Space
2019-07-25,77346,Unrestricted,1,Unrestricted
2019-07-25,77357,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2019-07-25,77357,Residential,1,Landscape or Open Space; Recreation; Single Family Residential (Public Street)
2019-07-25,77357,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-07-25,77357,Other,1,Lift Station
2019-07-25,77365,Unrestricted,1,Unrestricted
2019-07-25,77373,Residential,1,Single Family Residential (Public Street)
2019-07-25,77375,Unrestricted,1,"Unrestricted; Water Treatment, Production or Repressurization"
2019-07-25,77377,Residential,1,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Lift Station; Single Family Residential (Public Street)
2019-07-25,77377,Commercial,1,Commercial
2019-07-25,77377,Other,1,General Plan
2019-07-25,77379,Unrestricted,1,Unrestricted
2019-07-25,77379,Unrestricted,1,Unrestricted
2019-07-25,77379,Unrestricted,1,Unrestricted
2019-07-25,77380,Residential,1,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2)
2019-07-25,77386,Unrestricted,1,Unrestricted
2019-07-25,77386,Other,1,Other
2019-07-25,77388,Unrestricted,1,Unrestricted
2019-07-25,77389,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-07-25,77389,Unrestricted,1,Unrestricted
2019-07-25,77396,Residential,1,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street)
2019-07-25,77396,Other,1,General Plan
2019-07-25,77396,Unrestricted,1,Unrestricted
2019-07-25,77406,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-07-25,77407,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-07-25,77407,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-07-25,77429,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-07-25,77429,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-07-25,77433,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-07-25,77433,Other,1,Compensating Open Space; Drainage or Detention; Landscape or Open Space
2019-07-25,77433,Residential,1,Landscape or Open Space; Recreation; Single Family Residential (Public Street)
2019-07-25,77433,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-07-25,77433,Residential,1,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2)
2019-07-25,77433,Other,1,Street Dedication
2019-07-25,77447,Other,1,General Plan
2019-07-25,77447,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-07-25,77447,Unrestricted,1,Unrestricted
2019-07-25,77447,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-07-25,77447,Residential,1,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street)
2019-07-25,77447,Other,1,"Water Treatment, Production or Repressurization"
2019-07-25,77449,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-07-25,77449,Other,1,Compensating Open Space; Drainage or Detention; Landscape or Open Space
2019-07-25,77449,Residential,1,Single Family Residential (Public Street)
2019-07-25,77449,Residential,1,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street)
2019-07-25,77493,Unrestricted,1,Unrestricted
2019-07-25,77493,Other,1,Street Dedication
2019-07-25,77493,Residential,1,Compensating Open Space; Single Family Residential (Public Street)
2019-07-25,77493,Unrestricted,1,Unrestricted
2019-07-25,77493,Residential,1,Single Family Residential (Public Street)
2019-07-25,77493,Other,1,General Plan
2019-07-25,77493,Other,1,General Plan
2019-07-25,77498,Commercial,1,Commercial
2019-07-25,77532,Residential,1,Single Family Residential (Public Street)
2019-07-25,77598,Other,1,General Plan
2019-08-08,77002,Unrestricted,1,Unrestricted
2019-08-08,77002,Unrestricted,1,Unrestricted
2019-08-08,77003,Unrestricted,1,Unrestricted
2019-08-08,77006,Unrestricted,1,Unrestricted
2019-08-08,77007,Residential,1,Single Family Residential (Public Street)
2019-08-08,77007,Commercial,1,Commercial
2019-08-08,77007,Residential,1,Single Family Residential (Public Street)
2019-08-08,77007,Residential,1,Residential Guest Parking; Single Family Residential (Shared Driveways)
2019-08-08,77007,Residential,1,Single Family Residential (Public Street)
2019-08-08,77007,Residential,1,Single Family Residential (Public Street)
2019-08-08,77007,Unrestricted,1,Unrestricted
2019-08-08,77008,Unrestricted,1,Unrestricted Intended for Multifamily
2019-08-08,77008,Residential,1,Compensating Open Space; Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2)
2019-08-08,77009,Residential,1,Single Family Residential (Public Street)
2019-08-08,77009,Residential,1,Single Family Residential (Public Street)
2019-08-08,77009,Residential,1,Single Family Residential (Public Street); Single Family Residential (Shared Driveways)
2019-08-08,77009,Residential,1,Single Family Residential (Public Street)
2019-08-08,77011,Residential,1,Single Family Residential (Public Street)
2019-08-08,77015,Unrestricted,1,Unrestricted
2019-08-08,77015,Other,1,General Plan
2019-08-08,77016,Residential,1,Single Family Residential (Public Street)
2019-08-08,77017,Unrestricted,1,Unrestricted Intended for Multifamily
2019-08-08,77017,Unrestricted,1,Unrestricted
2019-08-08,77018,Residential,1,Single Family Residential (PAE 1/PAE 2)
2019-08-08,77020,Residential,1,Single Family Residential (Public Street)
2019-08-08,77020,Unrestricted,1,Unrestricted
2019-08-08,77020,Unrestricted,1,Unrestricted
2019-08-08,77020,Unrestricted,1,Unrestricted
