date,zip_code,permit_type,count,land_use
2018-08-27,77003,Residential,1,Single Family Residential (Shared Driveways)
2018-08-27,77003,Residential,1,Single Family Residential (Shared Driveways)
2018-08-27,77003,Unrestricted,1,Unrestricted Intended for Multifamily
2018-08-27,77003,Residential,1,Single Family Residential (Shared Driveways)
2018-08-27,77004,Unrestricted,1,Unrestricted
2018-08-27,77006,Residential,1,Single Family Residential (Public Street)
2018-08-27,77007,Unrestricted,1,Unrestricted
2018-08-27,77007,Residential,1,Single Family Residential (Public Street)
2018-08-27,77007,Residential,1,Single Family Residential (Public Street)
2018-08-27,77007,Residential,1,Single Family Residential (Public Street)
2018-08-27,77007,Residential,1,Single Family Residential (Public Street)
2018-08-27,77007,Residential,1,Single Family Residential (Public Street)
2018-08-27,77007,Residential,1,Single Family Residential (Public Street)
2018-08-27,77007,Residential,1,Single Family Residential (Shared Driveways)
2018-08-27,77008,Unrestricted,1,Unrestricted
2018-08-27,77008,Residential,1,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2); Single Family Residential (Shared Driveways)
2018-08-27,77008,Unrestricted,1,Unrestricted
2018-08-27,77008,Commercial,1,Commercial
2018-08-27,77008,Residential,1,Single Family Residential (Public Street)
2018-08-27,77008,Residential,1,Single Family Residential (Shared Driveways)
2018-08-27,77008,Residential,1,Single Family Residential (Shared Driveways)
2018-08-27,77008,Residential,1,Single Family Residential (PAE 1/PAE 2); Single Family Residential (Shared Driveways)
2018-08-27,77008,Residential,1,Residential Guest Parking; Single Family Residential (Shared Driveways)
2018-08-27,77009,Residential,1,Single Family Residential (Shared Driveways)
2018-08-27,77009,Residential,1,Single Family Residential (Shared Driveways)
2018-08-27,77009,Residential,1,Single Family Residential (Public Street)
2018-08-27,77009,Unrestricted,1,Unrestricted
2018-08-27,77011,Residential,1,Single Family Residential (Public Street)
2018-08-27,77011,Commercial,1,Commercial
2018-08-27,77011,Residential,1,Single Family Residential (Public Street)
2018-08-27,77015,Unrestricted,1,Unrestricted
2018-08-27,77015,Commercial,1,Commercial
2018-08-27,77015,Commercial,1,Commercial
2018-08-27,77017,Unrestricted,1,Unrestricted
2018-08-27,77018,Residential,1,Single Family Residential (PAE 1/PAE 2); Other
2018-08-27,77019,Unrestricted,1,Unrestricted
2018-08-27,77019,Unrestricted,1,Unrestricted
2018-08-27,77021,Residential,1,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2)
2018-08-27,77022,Residential,1,Single Family Residential (Shared Driveways)
2018-08-27,77022,Residential,1,Drainage or Detention; Single Family Residential (PAE 1/PAE 2)
2018-08-27,77023,Residential,1,Single Family Residential (Shared Driveways)
2018-08-27,77023,Other,1,General Plan
2018-08-27,77023,Other,1,Lift Station
2018-08-27,77025,Unrestricted,1,Unrestricted
2018-08-27,77026,Residential,1,Single Family Residential (Public Street); Street Dedication
2018-08-27,77026,Unrestricted,1,Unrestricted
2018-08-27,77026,Residential,1,Single Family Residential (Public Street)
2018-08-27,77027,Residential,1,Single Family Residential (Public Street)
2018-08-27,77027,Residential,1,Single Family Residential (Public Street)
2018-08-27,77028,Residential,1,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2)
2018-08-27,77029,Unrestricted,1,Unrestricted
2018-08-27,77034,Commercial,1,Commercial
2018-08-27,77044,Residential,1,"Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street); Water Treatment, Production or Repressurization"
2018-08-27,77044,Commercial,1,Commercial
2018-08-27,77045,Residential,1,Single Family Residential (PAE 1/PAE 2)
2018-08-27,77048,Residential,1,Drainage or Detention; Single Family Residential (Public Street)
2018-08-27,77049,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-08-27,77054,Residential,1,Landscape or Open Space; Residential Guest Parking; Single Family Residential (Shared Driveways)
2018-08-27,77055,Residential,1,Single Family Residential (PAE 1/PAE 2)
2018-08-27,77055,Residential,1,Single Family Residential (PAE 1/PAE 2)
2018-08-27,77056,Unrestricted,1,Unrestricted
2018-08-27,77057,Unrestricted,1,Unrestricted
2018-08-27,77065,Unrestricted,1,Unrestricted Intended for Multifamily
2018-08-27,77066,Residential,1,Compensating Open Space; Single Family Residential (Public Street)
2018-08-27,77068,Residential,1,Single Family Residential (Public Street)
2018-08-27,77069,Residential,1,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street)
2018-08-27,77073,Residential,1,Single Family Residential (Public Street)
2018-08-27,77078,Residential,1,Commercial; Drainage or Detention; Single Family Residential (PAE 1/PAE 2)
2018-08-27,77080,Residential,1,Residential Guest Parking; Single Family Residential (PAE 1/PAE 2)
2018-08-27,77080,Unrestricted,1,Unrestricted Intended for Multifamily
2018-08-27,77083,Residential,1,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2018-08-27,77083,Unrestricted,1,Unrestricted
2018-08-27,77083,Unrestricted,1,Unrestricted
2018-08-27,77083,Unrestricted,1,Unrestricted
2018-08-27,77084,Commercial,1,Commercial
2018-08-27,77084,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-08-27,77085,Commercial,1,Commercial
2018-08-27,77091,Residential,1,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2)
2018-08-27,77093,Unrestricted,1,Unrestricted
2018-08-27,77098,Residential,1,Single Family Residential (Public Street)
2018-08-27,77098,Residential,1,Single Family Residential (Public Street)
2018-08-27,77336,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2018-08-27,77336,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-08-27,77336,Residential,1,Single Family Residential (Public Street)
2018-08-27,77336,Residential,1,Single Family Residential (Public Street)
2018-08-27,77336,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-08-27,77346,Other,1,General Plan
2018-08-27,77346,Residential,1,Drainage or Detention; Single Family Residential (Public Street)
2018-08-27,77346,Residential,1,Single Family Residential (Public Street)
2018-08-27,77346,Residential,1,Single Family Residential (Public Street)
2018-08-27,77346,Unrestricted,1,Unrestricted Intended for Multifamily
2018-08-27,77373,Unrestricted,1,Unrestricted
2018-08-27,77373,Residential,1,Drainage or Detention; Single Family Residential (Public Street)
2018-08-27,77373,Unrestricted,1,Unrestricted
2018-08-27,77375,Other,1,Street Dedication
2018-08-27,77377,Other,1,Landscape or Open Space
2018-08-27,77377,Residential,1,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2)
2018-08-27,77377,Commercial,1,Commercial
2018-08-27,77379,Residential,1,"Landscape or Open Space; Recreation; Single Family Residential (Public Street); Water Treatment, Production or Repressurization"
2018-08-27,77379,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2018-08-27,77379,Unrestricted,1,Unrestricted; Commercial
2018-08-27,77389,Unrestricted,1,Unrestricted
2018-08-27,77389,Other,1,Street Dedication
2018-08-27,77396,Unrestricted,1,Unrestricted
2018-08-27,77407,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2018-08-27,77407,Other,1,Landscape or Open Space
2018-08-27,77407,Other,1,Landscape or Open Space
2018-08-27,77407,Other,1,General Plan
2018-08-27,77407,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2018-08-27,77407,Unrestricted,1,Unrestricted
2018-08-27,77429,Other,1,General Plan
2018-08-27,77429,Unrestricted,1,Unrestricted
2018-08-27,77429,Commercial,1,Commercial
2018-08-27,77433,Unrestricted,1,Unrestricted
2018-08-27,77433,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-08-27,77433,Other,1,Street Dedication
2018-08-27,77433,Residential,1,Compensating Open Space; Landscape or Open Space; Recreation; Single Family Residential (Public Street)
2018-08-27,77433,Residential,1,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street)
2018-08-27,77433,Residential,1,Landscape or Open Space; Lift Station; Single Family Residential (Public Street)
2018-08-27,77433,Other,1,General Plan
2018-08-27,77433,Other,1,Street Dedication
2018-08-27,77447,Unrestricted,1,Unrestricted
2018-08-27,77449,Other,1,Street Dedication
2018-08-27,77449,Residential,1,Landscape or Open Space; Recreation; Single Family Residential (Public Street)
2018-08-27,77493,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-08-27,77493,Unrestricted,1,Unrestricted
2018-08-27,77493,Residential,1,Drainage or Detention; Landscape or Open Space; Lift Station; Single Family Residential (Public Street)
2018-08-27,77493,Residential,1,Drainage or Detention; Single Family Residential (Public Street)
2018-08-27,77494,Unrestricted,1,Unrestricted
2018-08-27,77530,Commercial,1,Commercial
2018-08-27,77532,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2018-08-27,77546,Unrestricted,1,Unrestricted
2018-09-10,77002,Unrestricted,1,Unrestricted
2018-09-10,77003,Unrestricted,1,Unrestricted Intended for Multifamily
2018-09-10,77003,Residential,1,Single Family Residential (Shared Driveways)
2018-09-10,77004,Unrestricted,1,Unrestricted
2018-09-10,77004,Residential,1,Single Family Residential (Public Street)
2018-09-10,77006,Unrestricted,1,Unrestricted
2018-09-10,77006,Unrestricted,1,Unrestricted
2018-09-10,77006,Unrestricted,1,Unrestricted
2018-09-10,77007,Unrestricted,1,Unrestricted
2018-09-10,77007,Unrestricted,1,Unrestricted
2018-09-10,77007,Residential,1,Single Family Residential (Shared Driveways)
2018-09-10,77007,Unrestricted,1,Unrestricted
2018-09-10,77007,Residential,1,Single Family Residential (Public Street)
2018-09-10,77007,Residential,1,Residential Guest Parking; Single Family Residential (Shared Driveways)
2018-09-10,77008,Residential,1,Single Family Residential (PAE 1/PAE 2); Single Family Residential (Shared Driveways)
2018-09-10,77008,Residential,1,Single Family Residential (Shared Driveways)
2018-09-10,77008,Commercial,1,Commercial
2018-09-10,77008,Residential,1,Residential Guest Parking; Single Family Residential (Public Street)
2018-09-10,77008,Unrestricted,1,Unrestricted
2018-09-10,77008,Residential,1,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2); Single Family Residential (Shared Driveways)
2018-09-10,77009,Residential,1,Single Family Residential (Public Street)
2018-09-10,77009,Other,1,General Plan
2018-09-10,77009,Residential,1,Single Family Residential (Public Street)
2018-09-10,77009,Residential,1,Single Family Residential (Public Street)
2018-09-10,77009,Residential,1,Single Family Residential (Shared Driveways)
2018-09-10,77009,Residential,1,Single Family Residential (Public Street)
2018-09-10,77009,Unrestricted,1,Unrestricted
2018-09-10,77009,Residential,1,Single Family Residential (Shared Driveways)
2018-09-10,77011,Commercial,1,Commercial
2018-09-10,77011,Unrestricted,1,Unrestricted
2018-09-10,77016,Residential,1,Single Family Residential (Public Street)
2018-09-10,77017,Residential,1,Unrestricted; Single Family Residential (Public Street)
2018-09-10,77017,Unrestricted,1,Unrestricted
2018-09-10,77018,Residential,1,Residential Guest Parking; Single Family Residential (Shared Driveways)
2018-09-10,77018,Residential,1,Residential Guest Parking; Single Family Residential (PAE 1/PAE 2)
2018-09-10,77018,Residential,1,Single Family Residential (Public Street)
2018-09-10,77018,Residential,1,Single Family Residential (PAE 1/PAE 2)
2018-09-10,77019,Unrestricted,1,"Unrestricted; Water Treatment, Production or Repressurization"
2018-09-10,77019,Residential,1,Single Family Residential (Public Street)
2018-09-10,77019,Unrestricted,1,Unrestricted
2018-09-10,77019,Residential,1,Single Family Residential (Shared Driveways)
2018-09-10,77019,Unrestricted,1,Unrestricted
2018-09-10,77019,Unrestricted,1,Unrestricted
2018-09-10,77020,Residential,1,Single Family Residential (Public Street)
2018-09-10,77020,Residential,1,Single Family Residential (Shared Driveways)
2018-09-10,77022,Residential,1,Single Family Residential (Public Street)
2018-09-10,77023,Residential,1,Residential Guest Parking; Single Family Residential (Shared Driveways)
2018-09-10,77023,Other,1,Lift Station
2018-09-10,77025,Other,1,General Plan
2018-09-10,77025,Unrestricted,1,Unrestricted
2018-09-10,77026,Unrestricted,1,Unrestricted
2018-09-10,77026,Residential,1,Single Family Residential (Public Street); Street Dedication
2018-09-10,77026,Unrestricted,1,Unrestricted
2018-09-10,77027,Residential,1,Single Family Residential (Public Street)
2018-09-10,77027,Residential,1,Single Family Residential (Public Street)
2018-09-10,77027,Residential,1,Single Family Residential (Public Street)
2018-09-10,77027,Unrestricted,1,Unrestricted Intended for Multifamily
2018-09-10,77028,Residential,1,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2)
2018-09-10,77035,Residential,1,Compensating Open Space; Landscape or Open Space; Single Family Residential (PAE 1/PAE 2)
2018-09-10,77043,Residential,1,Compensating Open Space; Landscape or Open Space; Single Family Residential (PAE 1/PAE 2)
2018-09-10,77043,Other,1,"Church, School and Institutional"
2018-09-10,77044,Commercial,1,Commercial
2018-09-10,77044,Other,1,Drainage or Detention; Landscape or Open Space; Street Dedication
2018-09-10,77045,Residential,1,Single Family Residential (PAE 1/PAE 2)
2018-09-10,77048,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2018-09-10,77051,Residential,1,Single Family Residential (Public Street)
2018-09-10,77055,Residential,1,Single Family Residential (PAE 1/PAE 2)
2018-09-10,77055,Residential,1,Single Family Residential (PAE 1/PAE 2)
2018-09-10,77057,Unrestricted,1,Unrestricted
2018-09-10,77057,Residential,1,Single Family Residential (Shared Driveways)
2018-09-10,77057,Unrestricted,1,Unrestricted
2018-09-10,77061,Unrestricted,1,Unrestricted
2018-09-10,77066,Residential,1,Compensating Open Space; Single Family Residential (Public Street)
2018-09-10,77068,Residential,1,Single Family Residential (Public Street)
2018-09-10,77070,Commercial,1,Commercial
2018-09-10,77070,Unrestricted,1,Unrestricted
2018-09-10,77071,Residential,1,Single Family Residential (PAE 1/PAE 2)
2018-09-10,77075,Commercial,1,Commercial
2018-09-10,77077,Unrestricted,1,Unrestricted
2018-09-10,77080,Unrestricted,1,"Unrestricted; Church, School and Institutional"
2018-09-10,77080,Residential,1,Single Family Residential (PAE 1/PAE 2)
