Zip Code,Size of adjusted gross income,Number of returns,Real estate taxes,Home mortgage interest paid ,Total charitable contributions,Taxable income,Income tax
,,,,,,,
,,-1,-69,-75,-85,-91,-133
78877,"$75,000 under $100,000",30,0,0,0,1376,164
78877,"$100,000 under $200,000",20,0,0,0,2078,324
78877,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78879,,110,52,0,144,4912,868
78879,"$1 under $25,000",40,52,0,0,0,0
78879,"$25,000 under $50,000",30,0,0,0,598,65
78879,"$50,000 under $75,000",20,0,0,144,1119,162
78879,"$75,000 under $100,000",0,0,0,0,0,0
78879,"$100,000 under $200,000",20,0,0,0,3195,641
78879,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78880,,650,166,212,398,17895,2662
78880,"$1 under $25,000",310,0,0,32,593,55
78880,"$25,000 under $50,000",160,0,0,0,2525,254
78880,"$50,000 under $75,000",80,85,212,83,3101,364
78880,"$75,000 under $100,000",40,0,0,0,2384,288
78880,"$100,000 under $200,000",60,81,0,283,9292,1701
78880,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78881,,960,295,394,342,26829,3749
78881,"$1 under $25,000",440,0,0,0,879,81
78881,"$25,000 under $50,000",260,0,0,79,4226,384
78881,"$50,000 under $75,000",100,141,166,130,3502,393
78881,"$75,000 under $100,000",70,0,0,0,4232,510
78881,"$100,000 under $200,000",90,154,228,133,13990,2381
78881,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78883,,120,85,0,0,7259,1197
78883,"$1 under $25,000",30,0,0,0,0,0
78883,"$25,000 under $50,000",30,85,0,0,672,79
78883,"$50,000 under $75,000",40,0,0,0,1764,225
78883,"$75,000 under $100,000",0,0,0,0,0,0
78883,"$100,000 under $200,000",20,0,0,0,4823,893
78883,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78884,,520,414,444,694,21669,3272
78884,"$1 under $25,000",180,0,0,78,392,41
78884,"$25,000 under $50,000",130,0,0,0,2277,244
78884,"$50,000 under $75,000",90,210,160,235,3530,425
78884,"$75,000 under $100,000",50,0,0,0,2967,381
78884,"$100,000 under $200,000",70,204,284,381,12503,2181
78884,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78886,,250,0,0,0,7686,1002
78886,"$1 under $25,000",110,0,0,0,284,30
78886,"$25,000 under $50,000",70,0,0,0,1197,121
78886,"$50,000 under $75,000",50,0,0,0,2346,294
78886,"$75,000 under $100,000",0,0,0,0,0,0
78886,"$100,000 under $200,000",20,0,0,0,3859,557
78886,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78931,,140,0,0,0,4176,534
78931,"$1 under $25,000",50,0,0,0,0,0
78931,"$25,000 under $50,000",30,0,0,0,600,63
78931,"$50,000 under $75,000",20,0,0,0,788,82
78931,"$75,000 under $100,000",40,0,0,0,2788,389
78931,"$100,000 under $200,000",0,0,0,0,0,0
78931,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78932,,360,415,493,421,17785,2933
78932,"$1 under $25,000",120,74,0,36,267,24
78932,"$25,000 under $50,000",70,0,187,0,1236,123
78932,"$50,000 under $75,000",50,84,0,143,1903,231
78932,"$75,000 under $100,000",50,0,0,0,2610,314
78932,"$100,000 under $200,000",50,257,306,242,5534,880
78932,"$200,000 or more",20,0,0,0,6235,1361
,,,,,,,
78933,,690,826,1201,994,50446,10554
78933,"$1 under $25,000",200,0,151,117,453,39
78933,"$25,000 under $50,000",140,114,0,0,2629,275
78933,"$50,000 under $75,000",100,96,187,119,4074,528
78933,"$75,000 under $100,000",70,81,0,0,4032,507
78933,"$100,000 under $200,000",120,218,454,174,12936,2194
78933,"$200,000 or more",60,317,409,584,26322,7011
,,,,,,,
78934,,3050,1979,2197,2657,131135,29325
78934,"$1 under $25,000",1140,130,131,76,2634,246
78934,"$25,000 under $50,000",770,181,205,130,13902,1453
78934,"$50,000 under $75,000",410,215,305,244,16221,2003
78934,"$75,000 under $100,000",300,320,341,367,18420,2355
78934,"$100,000 under $200,000",330,547,765,749,35498,5883
78934,"$200,000 or more",100,586,450,1091,44460,17385
,,,,,,,
78935,,400,324,480,275,17696,3142
78935,"$1 under $25,000",150,0,0,0,262,25
78935,"$25,000 under $50,000",90,0,0,0,1683,175
78935,"$50,000 under $75,000",40,0,0,0,1507,195
78935,"$75,000 under $100,000",40,0,0,0,2142,266
78935,"$100,000 under $200,000",50,174,480,275,5582,910
78935,"$200,000 or more",30,150,0,0,6520,1571
,,,,,,,
78938,,150,0,0,0,4150,579
78938,"$1 under $25,000",60,0,0,0,165,16
78938,"$25,000 under $50,000",60,0,0,0,1582,188
78938,"$50,000 under $75,000",0,0,0,0,0,0
78938,"$75,000 under $100,000",30,0,0,0,2403,375
78938,"$100,000 under $200,000",0,0,0,0,0,0
78938,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78940,,920,750,892,959,45673,8316
78940,"$1 under $25,000",300,76,173,41,671,61
78940,"$25,000 under $50,000",200,61,0,146,3623,376
78940,"$50,000 under $75,000",140,90,249,120,5519,709
78940,"$75,000 under $100,000",120,100,0,151,7533,965
78940,"$100,000 under $200,000",120,178,470,179,12578,2042
78940,"$200,000 or more",40,245,0,322,15749,4163
,,,,,,,
78941,,1340,776,1047,1294,50091,8226
78941,"$1 under $25,000",490,53,0,77,1260,122
78941,"$25,000 under $50,000",370,164,305,85,6474,678
78941,"$50,000 under $75,000",190,0,0,138,7550,930
78941,"$75,000 under $100,000",120,134,208,126,7155,860
78941,"$100,000 under $200,000",130,248,534,409,13613,2211
78941,"$200,000 or more",40,177,0,459,14039,3425
,,,,,,,
78942,,4090,2726,2963,4537,139304,22112
78942,"$1 under $25,000",1550,168,120,170,3625,338
78942,"$25,000 under $50,000",1090,305,439,417,18348,1845
78942,"$50,000 under $75,000",600,406,493,610,22766,2706
78942,"$75,000 under $100,000",370,367,517,525,22187,2796
78942,"$100,000 under $200,000",400,914,1013,1243,40567,6472
78942,"$200,000 or more",80,566,381,1572,31811,7955
,,,,,,,
78943,,150,0,0,0,2221,261
78943,"$1 under $25,000",70,0,0,0,210,0
78943,"$25,000 under $50,000",50,0,0,0,803,99
78943,"$50,000 under $75,000",30,0,0,0,1208,162
78943,"$75,000 under $100,000",0,0,0,0,0,0
78943,"$100,000 under $200,000",0,0,0,0,0,0
78943,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78944,,320,242,128,209,11971,1887
78944,"$1 under $25,000",120,0,0,0,239,20
78944,"$25,000 under $50,000",90,0,0,63,1864,201
78944,"$50,000 under $75,000",40,0,128,0,1639,369
78944,"$75,000 under $100,000",20,0,0,0,1221,0
78944,"$100,000 under $200,000",50,242,0,146,7008,1297
78944,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78945,,4630,3147,3694,4144,214078,32837
78945,"$1 under $25,000",1590,171,197,185,3830,344
78945,"$25,000 under $50,000",1140,327,380,369,20856,2157
78945,"$50,000 under $75,000",650,340,377,474,25774,3060
78945,"$75,000 under $100,000",470,413,568,550,28646,3704
78945,"$100,000 under $200,000",610,1030,1353,1330,64254,10465
78945,"$200,000 or more",170,866,819,1236,70718,13107
,,,,,,,
78946,,420,199,298,198,13288,1944
78946,"$1 under $25,000",160,0,0,0,457,44
78946,"$25,000 under $50,000",110,0,0,114,2028,202
78946,"$50,000 under $75,000",70,108,0,0,2685,326
78946,"$75,000 under $100,000",30,0,298,84,1918,246
78946,"$100,000 under $200,000",50,91,0,0,6200,1126
78946,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78947,,2010,1361,2021,1399,77806,12094
78947,"$1 under $25,000",670,79,0,82,1540,139
78947,"$25,000 under $50,000",470,134,318,171,8827,905
78947,"$50,000 under $75,000",310,223,342,216,11714,1357
78947,"$75,000 under $100,000",230,211,321,229,14054,1778
78947,"$100,000 under $200,000",290,551,827,502,29292,4728
78947,"$200,000 or more",40,163,213,199,12379,3187
,,,,,,,
78948,,390,206,413,338,13263,1833
78948,"$1 under $25,000",150,0,0,0,282,23
78948,"$25,000 under $50,000",90,61,135,148,1617,167
78948,"$50,000 under $75,000",50,0,0,0,1668,194
78948,"$75,000 under $100,000",40,0,0,0,2499,318
78948,"$100,000 under $200,000",60,145,278,190,7197,1131
78948,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78949,,210,248,191,222,13869,2272
78949,"$1 under $25,000",70,84,0,0,0,12
78949,"$25,000 under $50,000",50,0,0,0,917,91
78949,"$50,000 under $75,000",50,0,191,222,2270,282
78949,"$75,000 under $100,000",0,0,0,0,0,0
78949,"$100,000 under $200,000",40,164,0,0,10682,1887
78949,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78950,,920,1045,1072,1233,56867,11184
78950,"$1 under $25,000",270,0,0,0,504,47
78950,"$25,000 under $50,000",200,143,192,162,3517,378
78950,"$50,000 under $75,000",150,82,196,0,6115,742
78950,"$75,000 under $100,000",90,95,0,71,5855,840
78950,"$100,000 under $200,000",150,353,413,384,16189,2661
78950,"$200,000 or more",60,372,271,616,24687,6516
,,,,,,,
78953,,490,285,496,308,19418,2952
78953,"$1 under $25,000",170,0,0,40,336,32
78953,"$25,000 under $50,000",110,0,0,0,1957,202
78953,"$50,000 under $75,000",70,137,238,119,2610,311
78953,"$75,000 under $100,000",60,0,0,0,3906,512
78953,"$100,000 under $200,000",80,148,258,149,10609,1895
78953,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78954,,520,781,788,787,32616,6255
78954,"$1 under $25,000",170,0,0,0,307,30
78954,"$25,000 under $50,000",100,109,196,69,1966,215
78954,"$50,000 under $75,000",70,94,0,130,2776,328
78954,"$75,000 under $100,000",40,0,0,0,2490,295
78954,"$100,000 under $200,000",90,301,286,312,9088,1433
78954,"$200,000 or more",50,277,306,276,15989,3954
,,,,,,,
78956,,2440,1209,1357,1347,89909,14772
78956,"$1 under $25,000",940,94,171,52,2394,226
78956,"$25,000 under $50,000",600,91,0,85,11333,1186
78956,"$50,000 under $75,000",350,111,171,193,14291,1770
78956,"$75,000 under $100,000",220,189,256,183,13519,1765
78956,"$100,000 under $200,000",260,399,503,536,27253,4472
78956,"$200,000 or more",70,325,256,298,21119,5353
,,,,,,,
78957,,4010,3284,4133,2709,142430,22731
78957,"$1 under $25,000",1450,196,248,87,3874,373
78957,"$25,000 under $50,000",1060,412,541,375,19177,1985
78957,"$50,000 under $75,000",610,530,680,486,24515,3072
78957,"$75,000 under $100,000",350,447,661,375,21014,2781
78957,"$100,000 under $200,000",440,1249,1519,1011,45766,7470
78957,"$200,000 or more",100,450,484,375,28084,7050
,,,,,,,
78959,,820,160,240,169,18075,2480
78959,"$1 under $25,000",360,0,0,0,930,85
78959,"$25,000 under $50,000",280,0,0,49,4418,417
78959,"$50,000 under $75,000",90,160,240,0,3445,409
78959,"$75,000 under $100,000",40,0,0,120,2356,298
78959,"$100,000 under $200,000",50,0,0,0,6926,1271
78959,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78962,,2090,1400,1681,1458,97606,14812
78962,"$1 under $25,000",720,84,0,56,1533,148
78962,"$25,000 under $50,000",490,143,258,105,8781,900
78962,"$50,000 under $75,000",310,175,167,192,12262,1487
78962,"$75,000 under $100,000",230,147,236,128,14180,1805
78962,"$100,000 under $200,000",270,490,717,599,29054,4702
78962,"$200,000 or more",70,361,303,378,31796,5770
,,,,,,,
78963,,380,145,206,82,13087,1975
78963,"$1 under $25,000",150,0,0,0,376,37
78963,"$25,000 under $50,000",80,0,0,0,1278,124
78963,"$50,000 under $75,000",50,0,0,82,2020,200
78963,"$75,000 under $100,000",50,145,206,0,2806,360
78963,"$100,000 under $200,000",50,0,0,0,6607,1254
78963,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79001,,130,0,0,0,3505,481
79001,"$1 under $25,000",50,0,0,0,0,46
79001,"$25,000 under $50,000",30,0,0,0,537,0
79001,"$50,000 under $75,000",20,0,0,0,974,123
79001,"$75,000 under $100,000",30,0,0,0,1994,312
79001,"$100,000 under $200,000",0,0,0,0,0,0
79001,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79005,,630,172,162,582,23560,4038
79005,"$1 under $25,000",220,0,0,0,409,38
79005,"$25,000 under $50,000",180,56,0,160,2565,223
79005,"$50,000 under $75,000",90,51,0,129,3294,359
79005,"$75,000 under $100,000",70,0,162,0,4202,506
79005,"$100,000 under $200,000",50,65,0,293,5309,875
79005,"$200,000 or more",20,0,0,0,7781,2037
,,,,,,,
79007,,5420,1919,2095,4247,214494,35746
79007,"$1 under $25,000",1910,52,0,125,4025,363
79007,"$25,000 under $50,000",1270,139,142,324,22654,2305
79007,"$50,000 under $75,000",800,183,202,366,31044,3748
79007,"$75,000 under $100,000",540,276,364,406,33458,4430
79007,"$100,000 under $200,000",780,878,1048,1804,81325,13753
79007,"$200,000 or more",120,391,339,1222,41988,11147
,,,,,,,
79009,,810,67,0,215,16535,1975
79009,"$1 under $25,000",290,0,0,0,686,58
79009,"$25,000 under $50,000",340,0,0,0,5063,432
79009,"$50,000 under $75,000",100,67,0,215,3930,430
79009,"$75,000 under $100,000",40,0,0,0,2422,303
79009,"$100,000 under $200,000",40,0,0,0,4434,752
79009,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79010,,190,0,0,0,5808,676
79010,"$1 under $25,000",50,0,0,0,144,13
79010,"$25,000 under $50,000",50,0,0,0,809,78
79010,"$50,000 under $75,000",50,0,0,0,1868,199
79010,"$75,000 under $100,000",40,0,0,0,2987,386
79010,"$100,000 under $200,000",0,0,0,0,0,0
79010,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79011,,100,0,0,0,4429,727
79011,"$1 under $25,000",50,0,0,0,242,0
79011,"$25,000 under $50,000",0,0,0,0,0,0
79011,"$50,000 under $75,000",30,0,0,0,1201,145
79011,"$75,000 under $100,000",0,0,0,0,0,0
79011,"$100,000 under $200,000",20,0,0,0,2986,582
79011,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79012,,420,787,1314,1023,30632,6195
79012,"$1 under $25,000",110,0,0,0,261,24
79012,"$25,000 under $50,000",70,0,0,0,1302,137
79012,"$50,000 under $75,000",40,177,240,227,1290,146
79012,"$75,000 under $100,000",30,0,0,0,2011,231
79012,"$100,000 under $200,000",140,472,839,550,14319,2291
79012,"$200,000 or more",30,138,235,246,11449,3366
,,,,,,,
79013,,1480,47,0,286,19446,1970
79013,"$1 under $25,000",510,0,0,0,1148,98
79013,"$25,000 under $50,000",790,47,0,286,10877,992
79013,"$50,000 under $75,000",130,0,0,0,4206,404
79013,"$75,000 under $100,000",50,0,0,0,3215,476
79013,"$100,000 under $200,000",0,0,0,0,0,0
79013,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79014,,1590,952,1037,3639,83807,15631
79014,"$1 under $25,000",510,83,134,0,963,92
79014,"$25,000 under $50,000",370,59,0,173,5981,568
79014,"$50,000 under $75,000",230,91,137,162,8958,1054
79014,"$75,000 under $100,000",170,99,200,249,9767,1175
79014,"$100,000 under $200,000",230,312,566,848,22809,3525
79014,"$200,000 or more",80,308,0,2207,35329,9217
,,,,,,,
79015,,8520,8848,11815,15689,392571,67147
79015,"$1 under $25,000",3030,228,258,208,8179,722
79015,"$25,000 under $50,000",1750,598,754,704,32780,3413
79015,"$50,000 under $75,000",1080,910,1275,1277,42163,4936
79015,"$75,000 under $100,000",890,1328,1942,1675,54302,6874
79015,"$100,000 under $200,000",1440,3948,5445,6138,148446,24212
79015,"$200,000 or more",330,1836,2141,5687,106701,26990
,,,,,,,
79018,,170,0,0,0,4715,593
79018,"$1 under $25,000",60,0,0,0,142,0
79018,"$25,000 under $50,000",50,0,0,0,845,109
79018,"$50,000 under $75,000",30,0,0,0,1359,160
79018,"$75,000 under $100,000",30,0,0,0,2369,324
79018,"$100,000 under $200,000",0,0,0,0,0,0
79018,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79019,,730,318,401,800,30523,4551
79019,"$1 under $25,000",250,0,0,123,580,57
79019,"$25,000 under $50,000",160,0,123,0,2803,266
79019,"$50,000 under $75,000",110,120,0,148,4224,461
79019,"$75,000 under $100,000",90,0,0,0,5895,770
79019,"$100,000 under $200,000",100,198,278,529,10336,1614
79019,"$200,000 or more",20,0,0,0,6685,1383
,,,,,,,
79022,,4200,2016,2622,5372,202730,41269
79022,"$1 under $25,000",1360,83,0,97,3294,299
79022,"$25,000 under $50,000",1330,163,302,424,22780,2256
79022,"$50,000 under $75,000",640,263,372,459,24251,2793
79022,"$75,000 under $100,000",360,297,465,561,21107,2635
79022,"$100,000 under $200,000",370,664,997,1563,37613,5946
79022,"$200,000 or more",140,546,486,2268,93685,27340
,,,,,,,
79024,,180,62,0,0,5525,759
79024,"$1 under $25,000",60,0,0,0,183,16
79024,"$25,000 under $50,000",70,62,0,0,1589,175
79024,"$50,000 under $75,000",0,0,0,0,0,0
79024,"$75,000 under $100,000",30,0,0,0,1566,205
79024,"$100,000 under $200,000",20,0,0,0,2187,363
79024,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79027,,1780,310,249,1412,48251,8007
79027,"$1 under $25,000",710,0,0,0,1312,116
79027,"$25,000 under $50,000",620,0,93,150,9246,803
79027,"$50,000 under $75,000",240,117,0,263,8545,895
79027,"$75,000 under $100,000",90,0,0,0,5534,735
79027,"$100,000 under $200,000",80,193,156,302,8717,1458
79027,"$200,000 or more",40,0,0,697,14897,4000
,,,,,,,
79029,,6990,2117,3094,5367,217668,32257
79029,"$1 under $25,000",2440,74,0,109,5582,511
79029,"$25,000 under $50,000",2160,214,426,544,36412,3438
79029,"$50,000 under $75,000",1060,365,522,752,39613,4415
79029,"$75,000 under $100,000",550,248,441,529,33459,4278
79029,"$100,000 under $200,000",660,747,1244,1518,67909,11160
79029,"$200,000 or more",120,469,461,1915,34693,8455
,,,,,,,
79031,,440,62,0,171,12693,1876
79031,"$1 under $25,000",170,0,0,0,303,29
79031,"$25,000 under $50,000",130,0,0,0,2128,204
79031,"$50,000 under $75,000",60,62,0,171,2282,257
79031,"$75,000 under $100,000",30,0,0,0,1867,249
79031,"$100,000 under $200,000",50,0,0,0,6113,1137
79031,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79034,,250,43,0,234,8390,1107
79034,"$1 under $25,000",70,0,0,0,0,0
79034,"$25,000 under $50,000",70,0,0,0,1225,113
79034,"$50,000 under $75,000",60,43,0,0,2162,216
79034,"$75,000 under $100,000",20,0,0,234,1344,170
79034,"$100,000 under $200,000",30,0,0,0,3659,608
79034,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79035,,2070,472,533,1596,52300,6942
79035,"$1 under $25,000",720,0,154,68,1523,130
79035,"$25,000 under $50,000",800,123,0,227,12368,1098
79035,"$50,000 under $75,000",270,141,159,297,9709,1042
79035,"$75,000 under $100,000",130,0,0,197,7686,943
79035,"$100,000 under $200,000",130,208,220,807,13551,2134
79035,"$200,000 or more",20,0,0,0,7463,1595
,,,,,,,
79036,,2020,448,627,1250,86875,13574
79036,"$1 under $25,000",640,0,0,0,1527,144
79036,"$25,000 under $50,000",410,56,108,185,7730,806
79036,"$50,000 under $75,000",290,40,0,130,11998,1477
79036,"$75,000 under $100,000",250,81,124,200,15927,2157
79036,"$100,000 under $200,000",390,271,395,735,41271,6958
79036,"$200,000 or more",40,0,0,0,8422,2032
,,,,,,,
79039,,340,123,110,486,13589,2135
79039,"$1 under $25,000",110,47,0,0,212,19
79039,"$25,000 under $50,000",80,0,110,333,1458,149
79039,"$50,000 under $75,000",60,0,0,0,2161,252
79039,"$75,000 under $100,000",30,76,0,0,2083,268
79039,"$100,000 under $200,000",60,0,0,153,7675,1447
79039,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79040,,710,276,283,850,34488,6713
79040,"$1 under $25,000",190,0,0,0,338,35
79040,"$25,000 under $50,000",230,58,141,105,3358,315
79040,"$50,000 under $75,000",110,59,0,131,3974,452
79040,"$75,000 under $100,000",70,0,0,0,4047,500
79040,"$100,000 under $200,000",80,159,142,614,8430,1328
79040,"$200,000 or more",30,0,0,0,14341,4083
,,,,,,,
79041,,1110,179,167,541,24606,3301
79041,"$1 under $25,000",480,48,0,132,993,90
79041,"$25,000 under $50,000",360,0,0,0,5481,507
79041,"$50,000 under $75,000",130,53,0,189,5098,579
79041,"$75,000 under $100,000",70,0,167,0,4244,524
79041,"$100,000 under $200,000",70,78,0,220,8790,1601
79041,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79042,,460,85,216,539,15563,2469
79042,"$1 under $25,000",160,0,94,0,248,20
79042,"$25,000 under $50,000",120,0,0,0,2183,233
79042,"$50,000 under $75,000",80,32,0,133,3168,384
79042,"$75,000 under $100,000",50,0,0,0,2627,336
79042,"$100,000 under $200,000",50,53,122,406,7337,1496
79042,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79043,,490,0,0,139,10225,1418
79043,"$1 under $25,000",190,0,0,139,390,32
79043,"$25,000 under $50,000",190,0,0,0,2795,259
79043,"$50,000 under $75,000",70,0,0,0,2346,236
79043,"$75,000 under $100,000",20,0,0,0,1237,137
79043,"$100,000 under $200,000",20,0,0,0,3457,754
79043,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79044,,260,69,0,187,6256,722
79044,"$1 under $25,000",80,0,0,0,111,0
79044,"$25,000 under $50,000",90,0,0,0,1265,119
79044,"$50,000 under $75,000",60,69,0,187,2374,231
79044,"$75,000 under $100,000",0,0,0,0,0,0
79044,"$100,000 under $200,000",30,0,0,0,2506,372
79044,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79045,,7740,1656,1691,5882,180527,25632
79045,"$1 under $25,000",3390,115,80,186,6751,591
79045,"$25,000 under $50,000",2480,220,267,469,38406,3321
79045,"$50,000 under $75,000",980,275,333,677,35028,3760
79045,"$75,000 under $100,000",430,177,259,585,25386,3131
79045,"$100,000 under $200,000",350,411,468,1299,35910,5693
79045,"$200,000 or more",110,458,284,2666,39046,9136
,,,,,,,
79046,,220,0,0,0,8078,1323
79046,"$1 under $25,000",90,0,0,0,123,0
79046,"$25,000 under $50,000",50,0,0,0,1030,119
79046,"$50,000 under $75,000",30,0,0,0,1418,175
79046,"$75,000 under $100,000",20,0,0,0,1334,191
79046,"$100,000 under $200,000",30,0,0,0,4173,838
79046,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79052,,460,65,0,171,12348,1880
79052,"$1 under $25,000",200,0,0,0,429,40
79052,"$25,000 under $50,000",150,65,0,171,2552,248
79052,"$50,000 under $75,000",50,0,0,0,1788,200
79052,"$75,000 under $100,000",20,0,0,0,1407,180
79052,"$100,000 under $200,000",40,0,0,0,6172,1212
79052,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79057,,440,50,0,201,13704,2202
79057,"$1 under $25,000",200,0,0,0,348,34
79057,"$25,000 under $50,000",100,50,0,201,1503,146
79057,"$50,000 under $75,000",60,0,0,0,2379,266
79057,"$75,000 under $100,000",40,0,0,0,2209,262
79057,"$100,000 under $200,000",40,0,0,0,7265,1494
79057,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79059,,340,89,115,311,15060,2159
79059,"$1 under $25,000",110,37,0,92,204,22
79059,"$25,000 under $50,000",70,0,0,0,1401,141
79059,"$50,000 under $75,000",50,0,115,0,2111,240
79059,"$75,000 under $100,000",40,0,0,0,2578,321
79059,"$100,000 under $200,000",70,52,0,219,8766,1435
79059,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79061,,140,0,0,0,5121,710
79061,"$1 under $25,000",40,0,0,0,0,0
79061,"$25,000 under $50,000",30,0,0,0,762,80
79061,"$50,000 under $75,000",30,0,0,0,1171,149
79061,"$75,000 under $100,000",40,0,0,0,3188,481
79061,"$100,000 under $200,000",0,0,0,0,0,0
79061,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79062,,100,0,0,0,3934,612
79062,"$1 under $25,000",30,0,0,0,0,0
79062,"$25,000 under $50,000",50,0,0,0,1189,121
79062,"$50,000 under $75,000",0,0,0,0,0,0
79062,"$75,000 under $100,000",20,0,0,0,2745,491
79062,"$100,000 under $200,000",0,0,0,0,0,0
79062,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79063,,340,125,217,564,13942,2121
79063,"$1 under $25,000",100,0,0,0,260,24
79063,"$25,000 under $50,000",90,0,0,236,1580,168
79063,"$50,000 under $75,000",50,0,0,0,1878,210
79063,"$75,000 under $100,000",40,125,217,0,2011,228
79063,"$100,000 under $200,000",60,0,0,328,8213,1491
79063,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79064,,940,78,98,466,20755,2489
79064,"$1 under $25,000",400,0,0,0,802,72
79064,"$25,000 under $50,000",320,0,98,178,5075,460
79064,"$50,000 under $75,000",110,78,0,0,3953,418
79064,"$75,000 under $100,000",50,0,0,288,3301,394
79064,"$100,000 under $200,000",60,0,0,0,7624,1145
79064,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79065,,7440,2954,2899,6052,237121,35450
79065,"$1 under $25,000",2830,169,139,227,5891,542
79065,"$25,000 under $50,000",1940,291,268,565,32017,3162
79065,"$50,000 under $75,000",1040,359,357,684,39536,4519
79065,"$75,000 under $100,000",730,460,520,698,44522,5792
79065,"$100,000 under $200,000",760,1028,1143,2390,76623,12457
79065,"$200,000 or more",140,647,472,1488,38532,8978
,,,,,,,
79068,,1300,728,914,1624,56378,8329
79068,"$1 under $25,000",380,72,0,0,902,81
79068,"$25,000 under $50,000",270,0,176,168,4860,509
79068,"$50,000 under $75,000",200,82,0,108,8036,949
79068,"$75,000 under $100,000",190,153,189,305,11486,1505
79068,"$100,000 under $200,000",230,421,549,1043,23657,3745
79068,"$200,000 or more",30,0,0,0,7437,1540
,,,,,,,
79070,,4030,2342,2039,5015,152990,26723
79070,"$1 under $25,000",1400,135,0,125,2708,245
79070,"$25,000 under $50,000",1040,157,199,279,15860,1464
79070,"$50,000 under $75,000",640,229,258,521,22737,2353
79070,"$75,000 under $100,000",400,336,412,503,23294,2890
79070,"$100,000 under $200,000",430,834,702,1554,42700,6870
79070,"$200,000 or more",120,651,468,2033,45691,12901
,,,,,,,
79072,,9650,2622,2836,7919,223727,32561
79072,"$1 under $25,000",4480,160,158,200,8625,757
79072,"$25,000 under $50,000",2890,320,391,816,46952,4393
79072,"$50,000 under $75,000",1070,383,560,987,39763,4382
79072,"$75,000 under $100,000",540,432,425,1136,32656,4175
79072,"$100,000 under $200,000",530,813,857,2582,52796,8423
79072,"$200,000 or more",140,514,445,2198,42935,10431
,,,,,,,
79079,,1050,227,299,617,31192,4640
79079,"$1 under $25,000",430,44,0,0,796,84
79079,"$25,000 under $50,000",260,0,89,242,4331,438
79079,"$50,000 under $75,000",140,81,0,0,4945,556
79079,"$75,000 under $100,000",120,0,210,177,7284,968
79079,"$100,000 under $200,000",100,102,0,198,13836,2594
79079,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79080,,220,0,0,0,6705,962
79080,"$1 under $25,000",80,0,0,0,122,0
79080,"$25,000 under $50,000",50,0,0,0,878,103
79080,"$50,000 under $75,000",30,0,0,0,1175,147
79080,"$75,000 under $100,000",30,0,0,0,1811,248
79080,"$100,000 under $200,000",30,0,0,0,2719,464
79080,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79081,,1480,602,490,1267,54923,8800
79081,"$1 under $25,000",500,0,0,0,1018,90
79081,"$25,000 under $50,000",400,123,0,178,5980,564
79081,"$50,000 under $75,000",240,0,198,0,8673,909
79081,"$75,000 under $100,000",150,116,0,284,8917,1111
79081,"$100,000 under $200,000",140,192,292,382,14415,2298
79081,"$200,000 or more",50,171,0,423,15920,3828
,,,,,,,
79082,,130,0,0,0,4026,527
79082,"$1 under $25,000",50,0,0,0,0,0
