Zip Code,Size of adjusted gross income,Number of returns,Real estate taxes,Mortgage interest paid,Total Charitable Contributions,Taxable income,Income tax
,,,,,,,
,,-1,-40,-44,-46,-48,-66
75103,"$75,000 under $100,000",520,651,1367,938,31107,3966
75103,"$100,000 under $200,000",560,1119,2305,1949,56592,9419
75103,"$200,000 or more",110,477,782,1165,40618,9115
,,,,,,,
75104,,21080,26429,48004,37453,699932,112104
75104,"$1 under $25,000",7650,1413,2625,1445,18091,1454
75104,"$25,000 under $50,000",5940,4535,9215,6304,106431,9927
75104,"$50,000 under $75,000",3170,5096,9926,7022,120778,14675
75104,"$75,000 under $100,000",1810,3905,7391,6179,106507,14454
75104,"$100,000 under $200,000",2070,7668,13541,10290,202862,34203
75104,"$200,000 or more",440,3812,5306,6213,145263,37391
,,,,,,,
75105,,140,0,0,0,3557,462
75105,"$1 under $25,000",40,0,0,0,0,0
75105,"$25,000 under $50,000",50,0,0,0,806,83
75105,"$50,000 under $75,000",30,0,0,0,1121,132
75105,"$75,000 under $100,000",20,0,0,0,1630,247
75105,"$100,000 under $200,000",0,0,0,0,0,0
75105,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75109,,1680,1895,2956,1431,71828,12736
75109,"$1 under $25,000",600,107,127,72,1196,111
75109,"$25,000 under $50,000",380,191,437,133,6568,647
75109,"$50,000 under $75,000",260,230,463,210,10035,1180
75109,"$75,000 under $100,000",180,259,403,244,10677,1379
75109,"$100,000 under $200,000",200,703,1001,476,20241,3450
75109,"$200,000 or more",60,405,525,296,23111,5969
,,,,,,,
75110,,11600,4523,6180,8264,269428,40692
75110,"$1 under $25,000",5710,241,333,246,11696,986
75110,"$25,000 under $50,000",3230,584,964,781,50984,4780
75110,"$50,000 under $75,000",1250,658,1018,1046,47759,5581
75110,"$75,000 under $100,000",620,572,964,956,37891,4869
75110,"$100,000 under $200,000",610,1377,1929,2168,61452,10344
75110,"$200,000 or more",180,1091,972,3067,59646,14132
,,,,,,,
75114,,2310,2412,3901,2210,83631,12737
75114,"$1 under $25,000",780,102,118,59,1827,159
75114,"$25,000 under $50,000",540,296,467,221,9579,963
75114,"$50,000 under $75,000",380,409,740,308,15213,1813
75114,"$75,000 under $100,000",280,524,879,343,17238,2212
75114,"$100,000 under $200,000",290,883,1391,1043,28449,4757
75114,"$200,000 or more",40,198,306,236,11325,2833
,,,,,,,
75115,,23550,26887,51467,51303,714921,112049
75115,"$1 under $25,000",8980,1634,3362,1944,20783,1666
75115,"$25,000 under $50,000",6600,4820,10213,8517,117655,11173
75115,"$50,000 under $75,000",3500,6052,12174,10238,131505,16408
75115,"$75,000 under $100,000",2010,4694,8982,9026,118130,16576
75115,"$100,000 under $200,000",2150,7344,13819,15882,209055,35795
75115,"$200,000 or more",310,2343,2917,5696,117793,30431
,,,,,,,
75116,,8610,3935,6344,6815,194510,27355
75116,"$1 under $25,000",3760,392,562,378,8691,690
75116,"$25,000 under $50,000",2670,927,1795,1442,42771,3927
75116,"$50,000 under $75,000",1150,921,1494,1435,44066,5293
75116,"$75,000 under $100,000",530,629,1071,1200,31960,4303
75116,"$100,000 under $200,000",430,782,1075,1780,42898,7217
75116,"$200,000 or more",70,284,347,580,24124,5925
,,,,,,,
75117,,1630,767,1853,1155,46526,6860
75117,"$1 under $25,000",690,48,0,59,1269,115
75117,"$25,000 under $50,000",380,85,345,141,6662,665
75117,"$50,000 under $75,000",250,148,379,201,9694,1134
75117,"$75,000 under $100,000",150,122,305,166,8885,1127
75117,"$100,000 under $200,000",140,364,824,588,14378,2436
75117,"$200,000 or more",20,0,0,0,5638,1383
,,,,,,,
75119,,10650,5876,9427,7372,294986,45606
75119,"$1 under $25,000",4550,368,447,289,10105,854
75119,"$25,000 under $50,000",3080,732,1155,977,51146,4780
75119,"$50,000 under $75,000",1330,975,1682,1129,52269,6164
75119,"$75,000 under $100,000",740,914,1688,938,45320,5835
75119,"$100,000 under $200,000",800,1936,3227,2286,81195,13678
75119,"$200,000 or more",150,951,1228,1753,54951,14295
,,,,,,,
75124,,1800,928,1660,1094,46208,6777
75124,"$1 under $25,000",810,54,122,61,1762,160
75124,"$25,000 under $50,000",440,96,202,130,7459,740
75124,"$50,000 under $75,000",250,161,286,294,9652,1123
75124,"$75,000 under $100,000",160,237,350,199,9167,1184
75124,"$100,000 under $200,000",120,380,700,410,12417,2108
75124,"$200,000 or more",20,0,0,0,5751,1462
,,,,,,,
75125,,2840,832,1813,1116,58415,7940
75125,"$1 under $25,000",1330,76,206,60,2604,205
75125,"$25,000 under $50,000",840,157,392,375,13370,1239
75125,"$50,000 under $75,000",350,194,427,222,13327,1509
75125,"$75,000 under $100,000",170,126,262,160,10579,1408
75125,"$100,000 under $200,000",150,279,526,299,18535,3579
75125,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75126,,16050,28091,50435,22871,724282,114672
75126,"$1 under $25,000",4240,1026,1790,530,10530,942
75126,"$25,000 under $50,000",3530,3764,6779,2255,64497,6136
75126,"$50,000 under $75,000",2900,5725,10288,4026,109523,12299
75126,"$75,000 under $100,000",2350,5896,10872,4418,138035,17073
75126,"$100,000 under $200,000",2680,9560,17455,8331,262192,42969
75126,"$200,000 or more",350,2120,3251,3311,139505,35253
,,,,,,,
75127,,660,132,348,227,14283,1907
75127,"$1 under $25,000",300,27,0,77,581,53
75127,"$25,000 under $50,000",160,0,0,0,2470,235
75127,"$50,000 under $75,000",120,47,202,150,4744,572
75127,"$75,000 under $100,000",40,58,146,0,2173,286
75127,"$100,000 under $200,000",40,0,0,0,4315,761
75127,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75134,,8620,4985,12081,10033,145137,16994
75134,"$1 under $25,000",3930,502,1155,609,8285,627
75134,"$25,000 under $50,000",2910,1835,4437,3413,48040,4239
75134,"$50,000 under $75,000",1100,1481,3666,2919,41738,5106
75134,"$75,000 under $100,000",430,665,1622,1563,24478,3328
75134,"$100,000 under $200,000",250,502,1201,1529,22596,3694
75134,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75135,,2560,2185,4027,2237,85300,12257
75135,"$1 under $25,000",910,136,197,106,2059,178
75135,"$25,000 under $50,000",580,252,412,165,9894,938
75135,"$50,000 under $75,000",410,366,666,332,15710,1800
75135,"$75,000 under $100,000",320,516,1060,441,19076,2308
75135,"$100,000 under $200,000",300,712,1298,770,29118,4766
75135,"$200,000 or more",40,203,394,423,9443,2267
,,,,,,,
75137,,9060,7808,12564,14307,294686,48522
75137,"$1 under $25,000",3500,455,948,490,8244,663
75137,"$25,000 under $50,000",2640,1396,2548,2295,46301,4478
75137,"$50,000 under $75,000",1250,1541,2751,2402,48359,5940
75137,"$75,000 under $100,000",710,1191,1896,2034,43219,5943
75137,"$100,000 under $200,000",810,2416,3641,4628,81762,14171
75137,"$200,000 or more",150,809,780,2458,66801,17327
,,,,,,,
75140,,2690,985,1887,1578,72114,10360
75140,"$1 under $25,000",1170,65,0,90,2312,211
75140,"$25,000 under $50,000",640,122,309,185,11048,1129
75140,"$50,000 under $75,000",390,171,362,286,15097,1721
75140,"$75,000 under $100,000",240,209,472,346,14006,1763
75140,"$100,000 under $200,000",220,418,744,671,21681,3637
75140,"$200,000 or more",30,0,0,0,7970,1899
,,,,,,,
75141,,1520,385,856,1004,24201,3107
75141,"$1 under $25,000",750,28,0,0,1665,145
75141,"$25,000 under $50,000",500,129,405,422,7686,689
75141,"$50,000 under $75,000",170,106,276,276,6376,803
75141,"$75,000 under $100,000",60,122,175,306,3216,426
75141,"$100,000 under $200,000",40,0,0,0,5258,1044
75141,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75142,,8080,4663,8840,7160,258980,43966
75142,"$1 under $25,000",3230,287,608,275,7098,628
75142,"$25,000 under $50,000",2270,610,1286,650,38615,3712
75142,"$50,000 under $75,000",1120,777,1631,946,43253,5080
75142,"$75,000 under $100,000",640,824,1667,1052,38611,5045
75142,"$100,000 under $200,000",690,1549,2768,2471,69559,11725
75142,"$200,000 or more",130,616,880,1766,61844,17776
,,,,,,,
75143,,5550,3111,4914,3601,146834,22130
75143,"$1 under $25,000",2470,301,402,172,4939,446
75143,"$25,000 under $50,000",1440,414,720,432,25099,2586
75143,"$50,000 under $75,000",770,595,1027,636,29717,3582
75143,"$75,000 under $100,000",390,437,850,501,23987,3266
75143,"$100,000 under $200,000",400,951,1435,1004,39773,6794
75143,"$200,000 or more",80,413,480,856,23319,5456
,,,,,,,
75144,,1280,691,1074,719,38916,6542
75144,"$1 under $25,000",570,0,149,0,1208,108
75144,"$25,000 under $50,000",310,114,0,125,5263,532
75144,"$50,000 under $75,000",170,106,190,115,6584,795
75144,"$75,000 under $100,000",100,106,142,168,6098,792
75144,"$100,000 under $200,000",110,365,593,311,10474,1722
75144,"$200,000 or more",20,0,0,0,9289,2593
,,,,,,,
75146,,9040,6186,13241,12220,200805,27647
75146,"$1 under $25,000",3840,482,1415,660,8479,642
75146,"$25,000 under $50,000",2810,1779,3656,3162,48222,4430
75146,"$50,000 under $75,000",1320,1708,3835,3323,50176,6185
75146,"$75,000 under $100,000",570,935,2049,2091,33222,4565
75146,"$100,000 under $200,000",460,1062,2018,2604,43715,7327
75146,"$200,000 or more",40,220,268,380,16991,4498
,,,,,,,
75147,,3010,1344,2411,1898,77672,11222
75147,"$1 under $25,000",1320,76,0,67,2883,258
75147,"$25,000 under $50,000",750,201,464,237,12600,1270
75147,"$50,000 under $75,000",450,281,390,298,17739,2107
75147,"$75,000 under $100,000",240,240,625,352,14212,1786
75147,"$100,000 under $200,000",210,413,932,597,20064,3246
75147,"$200,000 or more",40,133,0,347,10174,2555
,,,,,,,
75148,,2300,1473,2189,1492,67061,11309
75148,"$1 under $25,000",1120,66,106,71,2680,243
75148,"$25,000 under $50,000",550,183,322,207,9016,893
75148,"$50,000 under $75,000",260,138,200,231,9899,1163
75148,"$75,000 under $100,000",150,199,312,130,9093,1191
75148,"$100,000 under $200,000",170,434,619,540,17178,2879
75148,"$200,000 or more",50,453,630,313,19195,4940
,,,,,,,
75149,,24460,8841,16876,14937,511863,69016
75149,"$1 under $25,000",11330,628,1325,771,25460,2126
75149,"$25,000 under $50,000",7250,2081,4641,3062,122050,11360
75149,"$50,000 under $75,000",3060,2057,4426,3208,119197,14292
75149,"$75,000 under $100,000",1510,1481,2681,2842,92905,12416
75149,"$100,000 under $200,000",1200,1924,3274,3931,117295,19717
75149,"$200,000 or more",110,670,529,1123,34956,9105
,,,,,,,
75150,,27060,8957,17673,15581,586616,79320
75150,"$1 under $25,000",11960,659,1558,712,30507,2558
75150,"$25,000 under $50,000",8650,2086,5049,3325,153798,14922
75150,"$50,000 under $75,000",3370,2193,4270,3269,133373,16713
75150,"$75,000 under $100,000",1620,1668,3095,2695,100979,13923
75150,"$100,000 under $200,000",1350,2021,3336,4528,136069,23534
75150,"$200,000 or more",110,330,365,1052,31890,7670
,,,,,,,
75152,,2060,1158,2505,1737,65434,9765
75152,"$1 under $25,000",780,58,118,76,1979,180
75152,"$25,000 under $50,000",550,179,410,194,9148,838
75152,"$50,000 under $75,000",290,173,432,212,11079,1333
75152,"$75,000 under $100,000",210,211,521,308,12898,1634
75152,"$100,000 under $200,000",200,398,1024,657,19904,3317
75152,"$200,000 or more",30,139,0,290,10426,2463
,,,,,,,
75153,,280,76,172,76,5909,770
75153,"$1 under $25,000",120,0,0,0,317,30
75153,"$25,000 under $50,000",90,0,0,76,1499,155
75153,"$50,000 under $75,000",30,76,172,0,1208,156
75153,"$75,000 under $100,000",40,0,0,0,2885,429
75153,"$100,000 under $200,000",0,0,0,0,0,0
75153,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75154,,16880,19291,33950,25455,564844,86415
75154,"$1 under $25,000",6100,1125,2217,883,14813,1244
75154,"$25,000 under $50,000",4290,2891,5515,3257,75558,7096
75154,"$50,000 under $75,000",2630,3831,7344,4730,99456,11752
75154,"$75,000 under $100,000",1630,3486,6414,3992,96931,12570
75154,"$100,000 under $200,000",1940,6251,10578,8712,190223,31452
75154,"$200,000 or more",290,1707,1882,3881,87863,22301
,,,,,,,
75155,,1030,237,528,256,18247,2210
75155,"$1 under $25,000",490,0,167,0,881,76
75155,"$25,000 under $50,000",280,64,0,0,3965,330
75155,"$50,000 under $75,000",150,65,127,133,5460,611
75155,"$75,000 under $100,000",60,108,234,123,3442,443
75155,"$100,000 under $200,000",50,0,0,0,4499,750
75155,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75156,,5450,4019,5526,3820,151675,25753
75156,"$1 under $25,000",2700,262,496,250,5095,479
75156,"$25,000 under $50,000",1220,413,635,386,20961,2119
75156,"$50,000 under $75,000",690,565,820,525,26533,3245
75156,"$75,000 under $100,000",370,581,772,582,22519,3099
75156,"$100,000 under $200,000",360,1217,1756,836,35612,6108
75156,"$200,000 or more",110,981,1047,1241,40955,10703
,,,,,,,
75158,,1870,1286,2584,1666,66182,10329
75158,"$1 under $25,000",660,91,160,58,1573,145
75158,"$25,000 under $50,000",450,165,311,131,8062,816
75158,"$50,000 under $75,000",310,199,411,193,11957,1390
75158,"$75,000 under $100,000",220,256,578,333,13300,1725
75158,"$100,000 under $200,000",200,418,849,667,20243,3359
75158,"$200,000 or more",30,157,275,284,11047,2894
,,,,,,,
75159,,7000,3543,6940,4380,159507,22342
75159,"$1 under $25,000",3080,209,438,189,6648,548
75159,"$25,000 under $50,000",2130,862,1893,931,35613,3390
75159,"$50,000 under $75,000",900,608,1314,753,34373,4066
75159,"$75,000 under $100,000",450,586,1147,760,27233,3576
75159,"$100,000 under $200,000",380,963,1773,1282,37656,6277
75159,"$200,000 or more",60,315,375,465,17984,4485
,,,,,,,
75160,,10340,6741,11742,9127,296745,48399
75160,"$1 under $25,000",4710,509,780,358,10076,883
75160,"$25,000 under $50,000",2750,933,1797,1312,45618,4436
75160,"$50,000 under $75,000",1240,1183,2204,1632,47576,5803
75160,"$75,000 under $100,000",670,961,1802,1131,40840,5410
75160,"$100,000 under $200,000",790,2227,4009,2823,81040,13771
75160,"$200,000 or more",180,928,1150,1871,71595,18096
,,,,,,,
75161,,2610,1354,2790,1989,75051,11566
75161,"$1 under $25,000",1050,81,242,72,2382,218
75161,"$25,000 under $50,000",680,197,450,241,11715,1176
75161,"$50,000 under $75,000",420,277,603,347,16491,2061
75161,"$75,000 under $100,000",230,261,568,285,13405,1756
75161,"$100,000 under $200,000",200,392,927,1044,19767,3377
75161,"$200,000 or more",30,146,0,0,11291,2978
,,,,,,,
75163,,980,837,1069,799,31878,5107
75163,"$1 under $25,000",400,51,188,0,742,61
75163,"$25,000 under $50,000",260,73,0,120,4734,501
75163,"$50,000 under $75,000",120,109,177,110,4720,576
75163,"$75,000 under $100,000",70,121,153,104,4295,586
75163,"$100,000 under $200,000",100,317,551,465,9970,1726
75163,"$200,000 or more",30,166,0,0,7417,1657
,,,,,,,
75165,,16890,14201,25477,19223,565695,88818
75165,"$1 under $25,000",6430,789,1460,767,14940,1295
75165,"$25,000 under $50,000",4430,1820,3581,1975,79107,7742
75165,"$50,000 under $75,000",2430,2579,4903,3124,94855,11207
75165,"$75,000 under $100,000",1610,2540,4730,2985,98259,12591
75165,"$100,000 under $200,000",1660,4561,8098,6255,167421,28309
75165,"$200,000 or more",330,1912,2705,4117,111113,27674
,,,,,,,
75166,,1670,3023,5822,2147,78681,11969
75166,"$1 under $25,000",390,105,155,55,938,85
75166,"$25,000 under $50,000",330,390,724,183,6074,593
75166,"$50,000 under $75,000",330,620,1220,404,12882,1500
75166,"$75,000 under $100,000",250,600,1193,387,15029,1897
75166,"$100,000 under $200,000",330,1142,2287,958,33353,5542
75166,"$200,000 or more",40,166,243,160,10405,2352
,,,,,,,
75167,,3510,4577,10526,4634,161064,23794
75167,"$1 under $25,000",1100,179,373,101,2540,232
75167,"$25,000 under $50,000",750,484,1172,318,12539,1224
75167,"$50,000 under $75,000",500,713,1586,563,19032,2190
75167,"$75,000 under $100,000",450,856,1986,862,27015,3379
75167,"$100,000 under $200,000",600,1772,4185,1915,59407,9645
75167,"$200,000 or more",110,573,1224,875,40531,7124
,,,,,,,
75169,,5870,2399,5287,3439,148560,21411
75169,"$1 under $25,000",2660,195,401,220,5373,499
75169,"$25,000 under $50,000",1470,336,765,554,25458,2494
75169,"$50,000 under $75,000",800,410,978,577,31101,3721
75169,"$75,000 under $100,000",470,460,1090,730,28925,3779
75169,"$100,000 under $200,000",410,656,1525,953,40348,6613
75169,"$200,000 or more",60,342,528,405,17355,4305
,,,,,,,
75172,,1700,135,443,425,19882,2125
75172,"$1 under $25,000",910,0,0,0,1726,140
75172,"$25,000 under $50,000",600,73,255,279,9045,769
75172,"$50,000 under $75,000",140,62,188,146,5157,624
75172,"$75,000 under $100,000",50,0,0,0,3954,592
75172,"$100,000 under $200,000",0,0,0,0,0,0
75172,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75173,,1880,1432,3501,1326,66309,10123
75173,"$1 under $25,000",650,49,0,0,1811,166
75173,"$25,000 under $50,000",480,156,577,146,8337,766
75173,"$50,000 under $75,000",270,283,717,252,10176,1139
75173,"$75,000 under $100,000",220,295,768,195,13434,1669
75173,"$100,000 under $200,000",230,649,1439,733,23272,3870
75173,"$200,000 or more",30,0,0,0,9279,2513
,,,,,,,
75180,,9450,2102,4672,3166,128046,14300
75180,"$1 under $25,000",4970,224,570,232,9242,720
75180,"$25,000 under $50,000",3030,803,1660,1031,46166,3961
75180,"$50,000 under $75,000",920,550,1302,942,34214,3875
75180,"$75,000 under $100,000",340,261,652,515,20103,2572
75180,"$100,000 under $200,000",190,264,488,446,18321,3172
75180,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75181,,11340,12680,25151,16380,371133,53110
75181,"$1 under $25,000",3920,631,1322,534,9234,752
75181,"$25,000 under $50,000",2850,2391,5017,2367,48669,4428
75181,"$50,000 under $75,000",1840,3020,6105,3315,69710,8187
75181,"$75,000 under $100,000",1270,2545,5367,3201,74798,9627
75181,"$100,000 under $200,000",1350,3681,6689,5617,133072,21977
75181,"$200,000 or more",110,412,651,1346,35650,8139
,,,,,,,
75182,,2490,9036,11753,10983,217228,46986
75182,"$1 under $25,000",640,335,331,143,1397,118
75182,"$25,000 under $50,000",360,493,610,322,6386,660
75182,"$50,000 under $75,000",240,637,937,598,8774,1050
75182,"$75,000 under $100,000",250,974,1323,839,13716,1652
75182,"$100,000 under $200,000",680,3778,5017,4038,70437,11973
75182,"$200,000 or more",320,2819,3535,5043,116518,31533
,,,,,,,
75189,,9890,12543,23258,9159,357847,54356
75189,"$1 under $25,000",3310,586,1104,261,7804,691
75189,"$25,000 under $50,000",2330,1760,3036,886,40061,3796
75189,"$50,000 under $75,000",1660,2190,4089,1638,63454,7147
75189,"$75,000 under $100,000",1120,2468,4743,1478,67272,8456
75189,"$100,000 under $200,000",1290,4527,8697,3582,127686,21252
75189,"$200,000 or more",180,1012,1589,1314,51570,13014
,,,,,,,
75201,,7390,21203,15786,82919,2186934,503451
75201,"$1 under $25,000",1830,315,252,149,6569,582
75201,"$25,000 under $50,000",1650,369,612,438,42611,5216
75201,"$50,000 under $75,000",1220,507,966,621,58928,9503
75201,"$75,000 under $100,000",670,616,1026,690,46682,8449
75201,"$100,000 under $200,000",1020,1929,3180,2348,120034,25064
75201,"$200,000 or more",1000,17467,9750,78673,1912110,454637
,,,,,,,
75202,,1680,1763,2819,1855,128789,29040
75202,"$1 under $25,000",420,0,0,0,1249,109
75202,"$25,000 under $50,000",390,128,345,128,9993,1234
75202,"$50,000 under $75,000",340,191,370,191,15884,2521
75202,"$75,000 under $100,000",190,193,412,134,12933,2326
75202,"$100,000 under $200,000",230,357,743,378,25350,5132
75202,"$200,000 or more",110,894,949,1024,63380,17718
,,,,,,,
75203,,5930,855,1640,1723,80431,11327
75203,"$1 under $25,000",3450,87,137,134,6495,517
75203,"$25,000 under $50,000",1790,185,279,626,28119,2639
75203,"$50,000 under $75,000",430,142,302,339,17198,2252
75203,"$75,000 under $100,000",140,134,224,172,9194,1467
75203,"$100,000 under $200,000",90,307,698,452,9355,1720
75203,"$200,000 or more",30,0,0,0,10070,2732
,,,,,,,
75204,,15960,18483,24402,16801,1016642,219987
75204,"$1 under $25,000",4670,602,941,269,16106,1349
75204,"$25,000 under $50,000",4110,1174,1968,829,98722,11905
75204,"$50,000 under $75,000",2780,1764,2818,1000,132588,21435
75204,"$75,000 under $100,000",1530,1997,2975,1264,108276,19798
75204,"$100,000 under $200,000",1990,4741,7762,3194,231824,48372
75204,"$200,000 or more",880,8205,7938,10245,429126,117128
,,,,,,,
75205,,9980,89946,73951,161112,3751761,925293
75205,"$1 under $25,000",2290,1445,1364,315,7208,675
75205,"$25,000 under $50,000",1470,1603,1635,733,33452,3867
75205,"$50,000 under $75,000",1000,1949,1821,999,42848,6274
75205,"$75,000 under $100,000",650,2921,2413,1454,39585,6290
