Zip Code,Size of adjusted gross income,Number of returns,Real estate taxes,Mortgage interest paid,Total Charitable Contributions,Taxable income,Income tax
76240,"$25,000 under $50,000",3120,704,854,886,54501,5419
76240,"$50,000 under $75,000",1590,952,1159,1189,61050,7218
76240,"$75,000 under $100,000",950,883,1307,1131,57688,7484
76240,"$100,000 under $200,000",1100,2324,2898,2962,111542,18301
76240,"$200,000 or more",300,1778,1568,3089,123325,32437
,,,,,,,
76244,,29320,67976,84990,55399,1600395,267095
76244,"$1 under $25,000",7430,1381,1666,641,18731,1637
76244,"$25,000 under $50,000",5050,5181,6596,2954,93449,9261
76244,"$50,000 under $75,000",4390,9301,11917,5515,168867,19620
76244,"$75,000 under $100,000",4040,12082,15482,7741,238019,30066
76244,"$100,000 under $200,000",7230,32389,40476,24122,731044,120401
76244,"$200,000 or more",1180,7642,8853,14426,350285,86110
,,,,,,,
76245,,770,463,677,507,29839,5516
76245,"$1 under $25,000",300,44,0,94,650,64
76245,"$25,000 under $50,000",210,0,0,0,3550,374
76245,"$50,000 under $75,000",100,110,259,136,3891,493
76245,"$75,000 under $100,000",70,0,0,0,4077,559
76245,"$100,000 under $200,000",60,309,418,277,5961,973
76245,"$200,000 or more",30,0,0,0,11710,3053
,,,,,,,
76247,,6270,6895,12191,7179,283675,45157
76247,"$1 under $25,000",1830,205,331,117,4600,419
76247,"$25,000 under $50,000",1280,599,1172,405,23336,2354
76247,"$50,000 under $75,000",1050,1118,2010,852,39840,4529
76247,"$75,000 under $100,000",840,1382,2431,1249,49635,6197
76247,"$100,000 under $200,000",1100,2806,5075,3062,111437,18418
76247,"$200,000 or more",170,785,1172,1494,54827,13240
,,,,,,,
76248,,17030,67502,70645,55953,1909818,415820
76248,"$1 under $25,000",4380,934,962,414,10795,977
76248,"$25,000 under $50,000",2080,2242,2201,1360,40735,4436
76248,"$50,000 under $75,000",1580,3648,3597,2242,62595,7999
76248,"$75,000 under $100,000",1500,5559,5990,3513,88691,11675
76248,"$100,000 under $200,000",4700,28838,30852,18600,509238,86965
76248,"$200,000 or more",2790,26281,27043,29824,1197764,303768
,,,,,,,
76249,,3840,3718,6645,3860,161295,25732
76249,"$1 under $25,000",1110,165,327,96,2852,255
76249,"$25,000 under $50,000",910,504,872,365,16283,1639
76249,"$50,000 under $75,000",680,682,1314,563,27243,3191
76249,"$75,000 under $100,000",500,709,1267,553,30186,3859
76249,"$100,000 under $200,000",570,1294,2445,1626,58184,9562
76249,"$200,000 or more",70,364,420,657,26547,7226
,,,,,,,
76250,,590,655,775,875,34267,5847
76250,"$1 under $25,000",160,0,0,0,461,45
76250,"$25,000 under $50,000",100,118,106,0,2082,221
76250,"$50,000 under $75,000",80,0,0,98,3394,437
76250,"$75,000 under $100,000",90,113,138,100,5336,678
76250,"$100,000 under $200,000",130,302,330,338,13755,2191
76250,"$200,000 or more",30,122,201,339,9239,2275
,,,,,,,
76251,,320,132,264,391,13412,2328
76251,"$1 under $25,000",100,0,0,0,203,18
76251,"$25,000 under $50,000",80,0,128,0,1432,150
76251,"$50,000 under $75,000",50,66,0,168,1601,182
76251,"$75,000 under $100,000",30,0,0,0,1761,220
76251,"$100,000 under $200,000",60,66,136,223,8415,1758
76251,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76252,,1440,1521,1273,2860,93778,19504
76252,"$1 under $25,000",470,0,0,39,1297,115
76252,"$25,000 under $50,000",280,161,159,109,5406,569
76252,"$50,000 under $75,000",200,122,112,141,8048,945
76252,"$75,000 under $100,000",150,195,217,186,9061,1140
76252,"$100,000 under $200,000",240,601,593,651,23915,3706
76252,"$200,000 or more",100,442,192,1734,46051,13029
,,,,,,,
76255,,2150,943,1240,1984,80850,14624
76255,"$1 under $25,000",860,50,0,108,1681,156
76255,"$25,000 under $50,000",490,117,206,208,8210,804
76255,"$50,000 under $75,000",320,103,195,170,11753,1364
76255,"$75,000 under $100,000",220,121,224,199,12625,1615
76255,"$100,000 under $200,000",190,210,615,533,19404,3302
76255,"$200,000 or more",70,342,0,766,27177,7383
,,,,,,,
76258,,3050,3447,5480,4281,158111,31722
76258,"$1 under $25,000",1090,123,205,62,2500,225
76258,"$25,000 under $50,000",750,210,382,269,12162,1152
76258,"$50,000 under $75,000",390,385,759,436,13881,1585
76258,"$75,000 under $100,000",260,368,639,573,15215,1944
76258,"$100,000 under $200,000",400,1189,1944,1350,40999,6700
76258,"$200,000 or more",160,1172,1551,1591,73354,20116
,,,,,,,
76259,,2060,2070,4005,2818,107008,18986
76259,"$1 under $25,000",650,0,0,0,1807,168
76259,"$25,000 under $50,000",450,193,379,213,8148,825
76259,"$50,000 under $75,000",310,233,591,280,12196,1453
76259,"$75,000 under $100,000",200,246,497,305,12157,1548
76259,"$100,000 under $200,000",350,892,1743,1135,35460,5836
76259,"$200,000 or more",100,506,795,885,37240,9156
,,,,,,,
76262,,15420,59364,62790,59605,1942759,481049
76262,"$1 under $25,000",3820,977,1061,368,10341,949
76262,"$25,000 under $50,000",2350,1915,2155,1346,46211,4899
76262,"$50,000 under $75,000",1830,3131,4005,2333,72478,9044
76262,"$75,000 under $100,000",1610,4961,6144,3511,97409,13135
76262,"$100,000 under $200,000",3740,20733,24864,13386,397350,67447
76262,"$200,000 or more",2070,27647,24561,38661,1318970,385575
,,,,,,,
76264,,630,357,593,411,22082,3402
76264,"$1 under $25,000",220,42,0,0,497,45
76264,"$25,000 under $50,000",170,0,0,0,3189,323
76264,"$50,000 under $75,000",90,84,217,132,3729,471
76264,"$75,000 under $100,000",60,0,0,0,3453,452
76264,"$100,000 under $200,000",90,231,376,279,11214,2111
76264,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76265,,720,418,575,693,32664,6290
76265,"$1 under $25,000",260,57,0,64,695,70
76265,"$25,000 under $50,000",160,0,0,0,2860,290
76265,"$50,000 under $75,000",120,106,193,85,4899,607
76265,"$75,000 under $100,000",70,0,0,115,4429,569
76265,"$100,000 under $200,000",80,255,382,429,7399,1165
76265,"$200,000 or more",30,0,0,0,12382,3589
,,,,,,,
76266,,6580,5066,9722,6225,277786,46062
76266,"$1 under $25,000",2190,159,283,134,5752,526
76266,"$25,000 under $50,000",1510,557,1012,334,28906,3009
76266,"$50,000 under $75,000",1050,765,1511,769,41350,4941
76266,"$75,000 under $100,000",690,767,1526,948,42161,5471
76266,"$100,000 under $200,000",960,2062,4071,2495,97664,16242
76266,"$200,000 or more",180,756,1319,1545,61953,15873
,,,,,,,
76270,,810,727,1167,1004,37823,6711
76270,"$1 under $25,000",240,0,0,0,591,55
76270,"$25,000 under $50,000",170,125,276,127,2819,291
76270,"$50,000 under $75,000",150,94,0,113,5718,706
76270,"$75,000 under $100,000",100,124,249,238,5504,714
76270,"$100,000 under $200,000",120,238,642,247,12110,2068
76270,"$200,000 or more",30,146,0,279,11081,2877
,,,,,,,
76271,,690,710,1166,628,29145,5191
76271,"$1 under $25,000",230,0,166,0,572,56
76271,"$25,000 under $50,000",170,105,0,88,2986,303
76271,"$50,000 under $75,000",120,124,182,70,4871,607
76271,"$75,000 under $100,000",60,98,178,31,3705,509
76271,"$100,000 under $200,000",80,236,640,439,7869,1284
76271,"$200,000 or more",30,147,0,0,9142,2432
,,,,,,,
76272,,2060,2058,3173,2405,92527,15772
76272,"$1 under $25,000",680,65,0,0,1402,131
76272,"$25,000 under $50,000",480,136,320,219,8564,879
76272,"$50,000 under $75,000",330,306,511,282,13184,1604
76272,"$75,000 under $100,000",220,313,430,369,13252,1777
76272,"$100,000 under $200,000",290,865,1431,895,30085,4895
76272,"$200,000 or more",60,373,481,640,26040,6486
,,,,,,,
76273,,4000,2520,4027,3525,159489,26994
76273,"$1 under $25,000",1490,128,226,139,3432,317
76273,"$25,000 under $50,000",930,306,478,324,16540,1652
76273,"$50,000 under $75,000",650,330,629,406,25911,3132
76273,"$75,000 under $100,000",420,417,667,547,25241,3248
76273,"$100,000 under $200,000",420,813,1364,1412,42662,6965
76273,"$200,000 or more",90,526,663,697,45703,11680
,,,,,,,
76301,,6460,1445,1168,2767,143872,25930
76301,"$1 under $25,000",3660,0,0,50,8782,792
76301,"$25,000 under $50,000",1770,163,154,251,30598,3115
76301,"$50,000 under $75,000",580,208,297,295,22487,2708
76301,"$75,000 under $100,000",230,167,162,248,14072,1958
76301,"$100,000 under $200,000",160,267,233,578,16438,2693
76301,"$200,000 or more",60,640,322,1345,51495,14664
,,,,,,,
76302,,5290,2519,2615,5261,178851,29888
76302,"$1 under $25,000",2240,92,102,119,5578,493
76302,"$25,000 under $50,000",1230,313,384,402,23156,2349
76302,"$50,000 under $75,000",790,382,464,594,31673,3909
76302,"$75,000 under $100,000",480,347,380,580,29176,3808
76302,"$100,000 under $200,000",440,749,816,1269,44488,7295
76302,"$200,000 or more",110,636,469,2297,44780,12034
,,,,,,,
76305,,2250,897,1321,1286,76578,11601
76305,"$1 under $25,000",840,58,0,38,2303,210
76305,"$25,000 under $50,000",520,72,117,156,9522,1001
76305,"$50,000 under $75,000",380,132,248,248,14782,1753
76305,"$75,000 under $100,000",260,185,334,204,15940,2033
76305,"$100,000 under $200,000",220,369,622,640,21560,3416
76305,"$200,000 or more",30,81,0,0,12471,3188
,,,,,,,
76306,,6440,908,1365,1896,134810,17258
76306,"$1 under $25,000",2980,51,0,63,7500,679
76306,"$25,000 under $50,000",1850,207,409,310,33484,3379
76306,"$50,000 under $75,000",860,177,313,336,33783,3992
76306,"$75,000 under $100,000",430,191,228,516,26343,3461
76306,"$100,000 under $200,000",320,282,415,671,33700,5747
76306,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76308,,9250,9974,8864,20238,526336,109804
76308,"$1 under $25,000",3340,236,248,252,9961,863
76308,"$25,000 under $50,000",2250,631,666,781,45181,4856
76308,"$50,000 under $75,000",1240,926,1052,1052,50072,6236
76308,"$75,000 under $100,000",810,1038,1103,1448,49510,6532
76308,"$100,000 under $200,000",1090,2956,2859,4032,113387,18685
76308,"$200,000 or more",520,4187,2936,12673,258225,72632
,,,,,,,
76309,,5810,3953,3701,9169,223635,42616
76309,"$1 under $25,000",2560,168,118,128,6688,609
76309,"$25,000 under $50,000",1440,282,302,319,25835,2667
76309,"$50,000 under $75,000",660,406,475,649,26797,3257
76309,"$75,000 under $100,000",440,558,731,869,26534,3472
76309,"$100,000 under $200,000",520,1306,1254,2146,54403,8848
76309,"$200,000 or more",190,1233,821,5058,83378,23763
,,,,,,,
76310,,8410,6641,8706,9903,374416,64676
76310,"$1 under $25,000",2680,210,215,153,7388,667
76310,"$25,000 under $50,000",1920,665,877,665,37606,3968
76310,"$50,000 under $75,000",1380,890,1350,1050,54969,6567
76310,"$75,000 under $100,000",1030,1150,1581,1665,63505,8084
76310,"$100,000 under $200,000",1180,2638,3539,3480,119057,19359
76310,"$200,000 or more",220,1088,1144,2890,91891,26031
,,,,,,,
76311,,1270,91,237,203,24099,2512
76311,"$1 under $25,000",560,0,0,0,2224,224
76311,"$25,000 under $50,000",410,0,0,0,6193,484
76311,"$50,000 under $75,000",180,0,0,0,6660,623
76311,"$75,000 under $100,000",70,91,237,203,4112,456
76311,"$100,000 under $200,000",50,0,0,0,4910,725
76311,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76351,,810,321,376,805,31915,5269
76351,"$1 under $25,000",290,0,0,0,706,67
76351,"$25,000 under $50,000",180,0,0,0,3069,311
76351,"$50,000 under $75,000",130,110,144,152,5059,595
76351,"$75,000 under $100,000",90,0,0,0,5318,645
76351,"$100,000 under $200,000",90,211,232,653,9405,1541
76351,"$200,000 or more",30,0,0,0,8358,2110
,,,,,,,
76354,,5030,2256,2644,3575,163170,23847
76354,"$1 under $25,000",1940,115,76,119,4876,454
76354,"$25,000 under $50,000",1210,234,272,330,22361,2281
76354,"$50,000 under $75,000",800,403,475,451,31736,3767
76354,"$75,000 under $100,000",530,428,510,807,32775,4145
76354,"$100,000 under $200,000",490,894,1139,1391,48233,7635
76354,"$200,000 or more",60,182,172,477,23189,5565
,,,,,,,
76357,,270,0,0,102,9812,1485
76357,"$1 under $25,000",90,0,0,0,217,22
76357,"$25,000 under $50,000",70,0,0,102,1244,141
76357,"$50,000 under $75,000",40,0,0,0,1520,171
76357,"$75,000 under $100,000",30,0,0,0,1760,218
76357,"$100,000 under $200,000",40,0,0,0,5071,933
76357,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76360,,1210,201,203,497,38548,5832
76360,"$1 under $25,000",480,41,0,0,1017,94
76360,"$25,000 under $50,000",310,0,0,0,5868,615
76360,"$50,000 under $75,000",190,44,0,245,8056,1034
76360,"$75,000 under $100,000",110,0,0,0,6696,842
76360,"$100,000 under $200,000",100,116,203,252,11081,1889
76360,"$200,000 or more",20,0,0,0,5830,1358
,,,,,,,
76363,,130,0,0,0,1749,208
76363,"$1 under $25,000",70,0,0,0,113,0
76363,"$25,000 under $50,000",30,0,0,0,390,46
76363,"$50,000 under $75,000",30,0,0,0,1246,162
76363,"$75,000 under $100,000",0,0,0,0,0,0
76363,"$100,000 under $200,000",0,0,0,0,0,0
76363,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76365,,2010,919,1149,1792,71533,10717
76365,"$1 under $25,000",730,0,0,88,1736,159
76365,"$25,000 under $50,000",460,151,177,157,8612,898
76365,"$50,000 under $75,000",310,141,179,239,12151,1386
76365,"$75,000 under $100,000",230,158,193,272,14081,1799
76365,"$100,000 under $200,000",240,469,600,610,23992,3881
76365,"$200,000 or more",40,0,0,426,10961,2594
,,,,,,,
76366,,960,541,672,736,42634,7714
76366,"$1 under $25,000",330,0,0,0,875,86
76366,"$25,000 under $50,000",240,0,0,0,4363,442
76366,"$50,000 under $75,000",140,136,165,139,5446,640
76366,"$75,000 under $100,000",90,0,0,0,5301,671
76366,"$100,000 under $200,000",120,250,349,329,12412,2004
76366,"$200,000 or more",40,155,158,268,14237,3871
,,,,,,,
76367,,4180,1723,2487,3111,158311,25760
76367,"$1 under $25,000",1400,89,0,110,3507,323
76367,"$25,000 under $50,000",1010,256,407,274,18925,1983
76367,"$50,000 under $75,000",790,343,617,546,31600,3748
76367,"$75,000 under $100,000",470,285,438,449,28951,3667
76367,"$100,000 under $200,000",440,576,828,1017,44072,7112
76367,"$200,000 or more",70,174,197,715,31256,8927
,,,,,,,
76371,,700,86,61,408,19728,2876
76371,"$1 under $25,000",270,0,0,0,523,44
76371,"$25,000 under $50,000",200,35,61,0,3250,318
76371,"$50,000 under $75,000",110,0,0,195,4363,508
76371,"$75,000 under $100,000",60,51,0,0,3332,431
76371,"$100,000 under $200,000",60,0,0,213,8260,1575
76371,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76372,,340,22,0,92,10575,1518
76372,"$1 under $25,000",140,22,0,0,336,32
76372,"$25,000 under $50,000",90,0,0,92,1519,153
76372,"$50,000 under $75,000",40,0,0,0,1494,152
76372,"$75,000 under $100,000",30,0,0,0,2081,271
76372,"$100,000 under $200,000",40,0,0,0,5145,910
76372,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76374,,1580,398,364,2129,59320,10423
76374,"$1 under $25,000",600,0,0,0,1277,116
76374,"$25,000 under $50,000",410,69,0,161,7024,683
76374,"$50,000 under $75,000",230,48,100,345,9158,1071
76374,"$75,000 under $100,000",140,61,0,0,8330,1053
76374,"$100,000 under $200,000",160,220,264,646,15606,2487
76374,"$200,000 or more",40,0,0,977,17925,5013
,,,,,,,
76377,,330,44,0,91,9338,1375
76377,"$1 under $25,000",110,0,0,0,234,19
76377,"$25,000 under $50,000",110,44,0,91,1969,214
76377,"$50,000 under $75,000",50,0,0,0,1837,222
76377,"$75,000 under $100,000",40,0,0,0,2124,294
76377,"$100,000 under $200,000",20,0,0,0,3174,626
76377,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76379,,210,67,0,135,8209,1036
76379,"$1 under $25,000",70,0,0,0,211,20
76379,"$25,000 under $50,000",50,0,0,0,1083,117
76379,"$50,000 under $75,000",30,0,0,0,1046,103
76379,"$75,000 under $100,000",30,67,0,135,2164,291
76379,"$100,000 under $200,000",30,0,0,0,3705,505
76379,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76380,,1460,285,329,1007,48714,8003
76380,"$1 under $25,000",610,49,0,103,1294,121
76380,"$25,000 under $50,000",350,0,0,0,6037,601
76380,"$50,000 under $75,000",210,70,128,253,8043,964
76380,"$75,000 under $100,000",130,0,0,0,8221,1030
76380,"$100,000 under $200,000",120,70,201,382,11871,1862
76380,"$200,000 or more",40,96,0,269,13248,3425
,,,,,,,
76384,,5180,1118,1188,2874,141599,20689
76384,"$1 under $25,000",2280,57,0,86,6475,577
76384,"$25,000 under $50,000",1430,113,244,221,25422,2533
76384,"$50,000 under $75,000",670,202,175,448,26534,3087
76384,"$75,000 under $100,000",390,161,181,315,24163,3181
76384,"$100,000 under $200,000",340,364,428,944,35721,5950
76384,"$200,000 or more",70,221,160,860,23284,5361
,,,,,,,
76389,,580,346,326,376,26148,4092
76389,"$1 under $25,000",190,0,0,73,523,48
76389,"$25,000 under $50,000",140,0,114,0,2394,234
76389,"$50,000 under $75,000",90,110,0,81,3376,361
76389,"$75,000 under $100,000",60,0,0,0,3872,387
76389,"$100,000 under $200,000",80,236,212,222,8058,1133
76389,"$200,000 or more",20,0,0,0,7925,1929
,,,,,,,
76401,,10560,5647,8805,9555,387782,66552
76401,"$1 under $25,000",4330,299,454,205,11215,993
76401,"$25,000 under $50,000",2660,563,861,730,49571,5047
76401,"$50,000 under $75,000",1390,743,1262,1132,55323,6554
76401,"$75,000 under $100,000",900,832,1383,1129,55468,7134
76401,"$100,000 under $200,000",1020,2006,3211,3138,104710,17098
76401,"$200,000 or more",260,1204,1634,3221,111495,29726
,,,,,,,
76424,,3380,1409,1208,3247,122844,22450
76424,"$1 under $25,000",1390,68,0,96,3041,292
76424,"$25,000 under $50,000",880,164,204,240,14782,1440
76424,"$50,000 under $75,000",480,126,110,305,19349,2307
76424,"$75,000 under $100,000",250,160,186,232,15490,2055
76424,"$100,000 under $200,000",290,512,451,743,30369,5131
76424,"$200,000 or more",90,379,257,1631,39813,11225
,,,,,,,
76426,,4630,3159,4642,4970,198964,35675
76426,"$1 under $25,000",1610,98,170,94,3612,331
76426,"$25,000 under $50,000",1020,272,386,370,18052,1848
76426,"$50,000 under $75,000",810,369,655,319,30722,3534
76426,"$75,000 under $100,000",470,403,695,599,28294,3670
76426,"$100,000 under $200,000",580,1149,1824,1558,60142,10039
76426,"$200,000 or more",140,868,912,2030,58142,16253
,,,,,,,
76427,,300,65,0,148,12274,2042
76427,"$1 under $25,000",110,0,0,0,277,24
76427,"$25,000 under $50,000",70,0,0,0,1252,126
76427,"$50,000 under $75,000",50,0,0,0,2055,255
76427,"$75,000 under $100,000",30,65,0,148,1995,236
76427,"$100,000 under $200,000",40,0,0,0,6695,1401
76427,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76430,,1100,783,805,4026,94761,20980
76430,"$1 under $25,000",410,0,113,0,875,79
76430,"$25,000 under $50,000",250,91,0,98,4723,467
76430,"$50,000 under $75,000",150,85,104,212,5869,715
76430,"$75,000 under $100,000",100,0,0,0,6182,811
76430,"$100,000 under $200,000",120,188,267,367,12458,2029
76430,"$200,000 or more",70,419,321,3349,64654,16879
,,,,,,,
76431,,1370,632,1174,1098,56654,10129
76431,"$1 under $25,000",470,0,0,0,969,91
76431,"$25,000 under $50,000",330,81,186,122,5776,599
76431,"$50,000 under $75,000",220,93,208,82,8354,1028
76431,"$75,000 under $100,000",150,90,198,78,9301,1192
76431,"$100,000 under $200,000",160,204,340,415,16874,2848
76431,"$200,000 or more",40,164,242,401,15380,4371
,,,,,,,
76432,,530,145,158,289,18030,2438
76432,"$1 under $25,000",190,0,0,125,444,42
76432,"$25,000 under $50,000",150,60,0,0,2683,276
76432,"$50,000 under $75,000",90,0,158,0,3651,433
76432,"$75,000 under $100,000",50,85,0,164,3084,373
76432,"$100,000 under $200,000",50,0,0,0,8168,1314
76432,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76433,,600,611,999,827,28783,4877
76433,"$1 under $25,000",180,0,0,0,404,44
76433,"$25,000 under $50,000",130,104,336,93,2394,244
76433,"$50,000 under $75,000",100,87,0,96,3806,433
76433,"$75,000 under $100,000",60,86,174,63,3621,471
76433,"$100,000 under $200,000",100,334,489,575,10388,1704
76433,"$200,000 or more",30,0,0,0,8170,1981
,,,,,,,
76435,,250,52,0,171,5920,765
76435,"$1 under $25,000",110,0,0,0,196,20
76435,"$25,000 under $50,000",70,52,0,171,1170,106
76435,"$50,000 under $75,000",50,0,0,0,2259,261
76435,"$75,000 under $100,000",0,0,0,0,0,0
76435,"$100,000 under $200,000",20,0,0,0,2295,378
76435,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76436,,90,0,0,0,2828,382
76436,"$1 under $25,000",30,0,0,0,0,0
76436,"$25,000 under $50,000",40,0,0,0,1204,151
76436,"$50,000 under $75,000",0,0,0,0,0,0
76436,"$75,000 under $100,000",20,0,0,0,1624,231
76436,"$100,000 under $200,000",0,0,0,0,0,0
76436,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76437,,2130,543,806,2250,70457,10222
76437,"$1 under $25,000",910,26,90,89,1992,180
76437,"$25,000 under $50,000",500,42,0,179,8619,861
76437,"$50,000 under $75,000",280,80,295,168,11005,1281
76437,"$75,000 under $100,000",200,52,0,267,12082,1468
76437,"$100,000 under $200,000",190,184,421,573,18132,2891
76437,"$200,000 or more",50,159,0,974,18627,3541
,,,,,,,
76442,,2960,952,1029,1857,87280,12964
76442,"$1 under $25,000",1230,0,0,0,2639,236
76442,"$25,000 under $50,000",830,176,187,297,13892,1345
76442,"$50,000 under $75,000",430,192,200,274,16399,1861
76442,"$75,000 under $100,000",200,135,136,269,12383,1527
76442,"$100,000 under $200,000",210,282,506,562,21122,3277
76442,"$200,000 or more",60,167,0,455,20845,4718
,,,,,,,
76443,,760,135,267,729,22904,3361
76443,"$1 under $25,000",300,27,0,99,602,58
76443,"$25,000 under $50,000",200,0,106,0,3091,308
76443,"$50,000 under $75,000",110,44,0,203,4332,498
76443,"$75,000 under $100,000",70,0,0,0,4121,519
76443,"$100,000 under $200,000",80,64,161,427,10758,1978
76443,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76444,,1430,386,429,661,41928,5546
76444,"$1 under $25,000",620,0,0,0,1481,137
76444,"$25,000 under $50,000",360,127,0,116,6305,616
76444,"$50,000 under $75,000",180,0,175,151,7109,760
76444,"$75,000 under $100,000",120,46,0,0,7095,920
76444,"$100,000 under $200,000",150,213,254,394,19938,3113
76444,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76445,,140,0,0,0,2919,353
76445,"$1 under $25,000",50,0,0,0,124,0
76445,"$25,000 under $50,000",50,0,0,0,835,86
76445,"$50,000 under $75,000",40,0,0,0,1960,267
76445,"$75,000 under $100,000",0,0,0,0,0,0
76445,"$100,000 under $200,000",0,0,0,0,0,0
76445,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76446,,3310,917,1382,1946,87922,12586
76446,"$1 under $25,000",1380,84,153,64,3203,286
76446,"$25,000 under $50,000",1000,137,161,235,16263,1566
76446,"$50,000 under $75,000",470,158,253,265,17831,1999
76446,"$75,000 under $100,000",200,140,168,295,12275,1492
76446,"$100,000 under $200,000",220,298,647,502,22320,3546
76446,"$200,000 or more",40,100,0,585,16030,3697
,,,,,,,
76448,,2410,989,1090,5787,90880,15068
76448,"$1 under $25,000",1040,38,120,66,2276,210
76448,"$25,000 under $50,000",550,55,0,76,9717,954
76448,"$50,000 under $75,000",330,111,143,319,13073,1528
76448,"$75,000 under $100,000",220,109,168,179,13484,1735
76448,"$100,000 under $200,000",210,248,408,686,21902,3600
76448,"$200,000 or more",60,428,251,4461,30428,7041
,,,,,,,
76449,,930,1185,1541,1340,47431,9444
76449,"$1 under $25,000",330,0,0,0,586,52
76449,"$25,000 under $50,000",200,113,186,160,3408,354
76449,"$50,000 under $75,000",130,69,302,96,4953,610
76449,"$75,000 under $100,000",100,149,0,172,6055,792
76449,"$100,000 under $200,000",110,454,600,375,11787,1983
76449,"$200,000 or more",60,400,453,537,20642,5653
,,,,,,,
76450,,5700,4026,4204,9500,282985,57251
76450,"$1 under $25,000",2200,139,145,111,4792,436
76450,"$25,000 under $50,000",1320,267,349,441,22795,2292
76450,"$50,000 under $75,000",800,395,497,926,30901,3515
76450,"$75,000 under $100,000",510,516,550,711,30512,3876
76450,"$100,000 under $200,000",580,1184,1449,2081,59231,9840
76450,"$200,000 or more",290,1525,1214,5230,134754,37292
,,,,,,,
76453,,490,646,907,690,41668,7536
76453,"$1 under $25,000",140,63,0,42,277,26
76453,"$25,000 under $50,000",100,0,0,0,1813,196
76453,"$50,000 under $75,000",60,82,336,176,2586,309
76453,"$75,000 under $100,000",70,69,0,0,4027,530
76453,"$100,000 under $200,000",80,240,571,191,7795,1281
76453,"$200,000 or more",40,192,0,281,25170,5194
,,,,,,,
76454,,620,60,109,249,14968,2041
76454,"$1 under $25,000",250,0,0,0,516,46
76454,"$25,000 under $50,000",190,0,109,0,2911,286
76454,"$50,000 under $75,000",90,60,0,249,3270,372
76454,"$75,000 under $100,000",50,0,0,0,2936,368
76454,"$100,000 under $200,000",40,0,0,0,5335,969
76454,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76455,,380,42,101,106,9325,1344
76455,"$1 under $25,000",140,0,0,0,236,21
76455,"$25,000 under $50,000",130,42,101,106,1997,192
76455,"$50,000 under $75,000",60,0,0,0,2165,256
76455,"$75,000 under $100,000",20,0,0,0,1246,151
76455,"$100,000 under $200,000",30,0,0,0,3681,724
76455,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76457,,1460,704,990,1074,50218,8343
76457,"$1 under $25,000",610,0,172,0,1128,102
76457,"$25,000 under $50,000",340,111,0,134,5200,508
76457,"$50,000 under $75,000",190,141,175,116,7318,871
76457,"$75,000 under $100,000",150,118,185,173,8864,1080
76457,"$100,000 under $200,000",140,222,458,397,13506,2121
76457,"$200,000 or more",30,112,0,254,14202,3661
,,,,,,,
76458,,2160,1349,1604,3752,98226,17584
76458,"$1 under $25,000",740,79,0,61,1686,164
76458,"$25,000 under $50,000",490,128,237,128,8643,875
76458,"$50,000 under $75,000",350,124,118,303,13461,1584
76458,"$75,000 under $100,000",230,117,205,255,14604,1909
76458,"$100,000 under $200,000",250,419,645,1085,25980,4347
76458,"$200,000 or more",100,482,399,1920,33852,8705
,,,,,,,
76460,,180,0,0,0,6136,853
76460,"$1 under $25,000",70,0,0,0,0,0
76460,"$25,000 under $50,000",40,0,0,0,678,65
76460,"$50,000 under $75,000",50,0,0,0,2313,297
76460,"$75,000 under $100,000",0,0,0,0,0,0
76460,"$100,000 under $200,000",20,0,0,0,3145,491
76460,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76462,,1210,1394,2125,1825,69501,14078
76462,"$1 under $25,000",380,0,138,0,731,67
76462,"$25,000 under $50,000",240,103,0,138,4200,415
76462,"$50,000 under $75,000",200,188,222,150,7774,963
76462,"$75,000 under $100,000",130,202,242,172,7289,902
76462,"$100,000 under $200,000",190,523,998,540,20351,3404
76462,"$200,000 or more",70,378,525,825,29156,8327
,,,,,,,
76463,,190,0,0,0,6966,1116
76463,"$1 under $25,000",70,0,0,0,182,18
76463,"$25,000 under $50,000",50,0,0,0,881,104
76463,"$50,000 under $75,000",30,0,0,0,1183,134
76463,"$75,000 under $100,000",20,0,0,0,1450,200
76463,"$100,000 under $200,000",20,0,0,0,3270,660
76463,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76464,,180,0,0,0,5252,666
76464,"$1 under $25,000",80,0,0,0,0,0
