"ZIP
code [1]",Size of adjusted gross income,Number of returns,Real estate taxes,Mortgage interest paid,Total Charitable Contributions,Taxable income,Income tax
,,,,,,,
,,-1,-60,-64,-66,-68,-100
79103,"$75,000 under $100,000",270,125,229,224,16092,2060
79103,"$100,000 under $200,000",140,77,139,329,14976,2646
79103,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79104,,2940,130,285,283,34342,3662
79104,"$1 under $25,000",1660,0,0,0,3568,312
79104,"$25,000 under $50,000",920,97,170,220,13573,1178
79104,"$50,000 under $75,000",250,0,115,0,8879,893
79104,"$75,000 under $100,000",80,33,0,63,4959,651
79104,"$100,000 under $200,000",30,0,0,0,3363,628
79104,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79106,,12150,6303,7952,13375,366590,62817
79106,"$1 under $25,000",5490,304,299,347,14869,1333
79106,"$25,000 under $50,000",3260,885,1333,1187,60669,6225
79106,"$50,000 under $75,000",1440,951,1393,1379,58063,7154
79106,"$75,000 under $100,000",920,995,1484,1641,57515,7629
79106,"$100,000 under $200,000",820,1780,2304,3785,82946,13818
79106,"$200,000 or more",220,1388,1139,5036,92528,26658
,,,,,,,
79107,,13450,556,1060,1597,145552,15496
79107,"$1 under $25,000",7800,57,81,140,15074,1223
79107,"$25,000 under $50,000",4170,152,308,357,60535,5391
79107,"$50,000 under $75,000",1060,153,292,419,38916,4299
79107,"$75,000 under $100,000",290,93,213,337,17514,2328
79107,"$100,000 under $200,000",130,101,166,344,13513,2255
79107,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79108,,5200,1531,2617,2699,141783,20487
79108,"$1 under $25,000",2170,87,157,116,5329,472
79108,"$25,000 under $50,000",1350,239,483,338,23253,2334
79108,"$50,000 under $75,000",770,267,500,432,30486,3696
79108,"$75,000 under $100,000",460,320,572,578,28819,3725
79108,"$100,000 under $200,000",410,618,905,1235,40662,6700
79108,"$200,000 or more",40,0,0,0,13234,3560
,,,,,,,
79109,,20660,16495,20548,31373,901624,168852
79109,"$1 under $25,000",7800,790,944,793,23000,2065
79109,"$25,000 under $50,000",4750,1790,2434,2198,94103,10057
79109,"$50,000 under $75,000",3000,2506,3589,3082,122867,15289
79109,"$75,000 under $100,000",2090,2673,3969,4035,130168,17199
79109,"$100,000 under $200,000",2440,5280,6840,9265,252080,42439
79109,"$200,000 or more",580,3456,2772,12000,279406,81803
,,,,,,,
79110,,8630,2784,4498,4738,224764,30924
79110,"$1 under $25,000",3510,204,298,228,9639,848
79110,"$25,000 under $50,000",2430,496,931,592,45608,4601
79110,"$50,000 under $75,000",1360,661,1121,869,54544,6599
79110,"$75,000 under $100,000",750,505,896,903,46291,6002
79110,"$100,000 under $200,000",540,715,1252,1491,54244,8929
79110,"$200,000 or more",40,203,0,655,14438,3945
,,,,,,,
79111,,560,0,0,0,13190,1522
79111,"$1 under $25,000",180,0,0,0,388,30
79111,"$25,000 under $50,000",200,0,0,0,3783,353
79111,"$50,000 under $75,000",120,0,0,0,4743,531
79111,"$75,000 under $100,000",60,0,0,0,4276,608
79111,"$100,000 under $200,000",0,0,0,0,0,0
79111,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79118,,9630,7441,13578,10647,364413,57672
79118,"$1 under $25,000",3350,322,549,201,8790,776
79118,"$25,000 under $50,000",2180,938,1737,500,39505,3887
79118,"$50,000 under $75,000",1570,1292,2631,1391,61727,7312
79118,"$75,000 under $100,000",1170,1472,3092,1517,71512,9122
79118,"$100,000 under $200,000",1150,2318,4370,3081,113235,18466
79118,"$200,000 or more",210,1099,1199,3957,69644,18109
,,,,,,,
79119,,6500,15016,19399,20205,491321,99638
79119,"$1 under $25,000",1620,361,412,197,4739,417
79119,"$25,000 under $50,000",1040,895,1208,623,21268,2253
79119,"$50,000 under $75,000",850,1391,1958,1149,34978,4513
79119,"$75,000 under $100,000",840,1932,2888,1863,50824,6536
79119,"$100,000 under $200,000",1560,5823,8343,6596,163503,27602
79119,"$200,000 or more",590,4614,4590,9777,216009,58317
,,,,,,,
79121,,3080,5292,5494,9208,224396,47326
79121,"$1 under $25,000",830,160,0,136,2336,201
79121,"$25,000 under $50,000",550,356,388,434,10929,1188
79121,"$50,000 under $75,000",430,577,680,677,17268,2193
79121,"$75,000 under $100,000",390,648,785,956,24109,3240
79121,"$100,000 under $200,000",640,1866,2147,2847,67392,11454
79121,"$200,000 or more",240,1685,1494,4158,102362,29050
,,,,,,,
79124,,3780,9083,9797,12065,315026,71229
79124,"$1 under $25,000",1130,228,221,155,2601,228
79124,"$25,000 under $50,000",610,517,536,412,11587,1242
79124,"$50,000 under $75,000",450,795,892,728,17742,2149
79124,"$75,000 under $100,000",400,839,1031,890,24311,3089
79124,"$100,000 under $200,000",800,3229,3849,3622,84129,14171
79124,"$200,000 or more",390,3475,3268,6258,174656,50350
,,,,,,,
79201,,2430,493,728,1787,67719,9975
79201,"$1 under $25,000",1090,0,0,0,2439,225
79201,"$25,000 under $50,000",610,94,161,359,10845,1088
79201,"$50,000 under $75,000",320,42,0,0,12794,1478
79201,"$75,000 under $100,000",200,68,121,248,12440,1646
79201,"$100,000 under $200,000",170,160,446,656,16714,2628
79201,"$200,000 or more",40,129,0,524,12487,2910
,,,,,,,
79225,,430,0,0,0,11063,2008
79225,"$1 under $25,000",190,0,0,0,483,43
79225,"$25,000 under $50,000",120,0,0,0,1874,186
79225,"$50,000 under $75,000",50,0,0,0,1824,215
79225,"$75,000 under $100,000",30,0,0,0,1833,238
79225,"$100,000 under $200,000",40,0,0,0,5049,1326
79225,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79226,,1230,274,353,1113,32897,4784
79226,"$1 under $25,000",620,39,0,72,1180,106
79226,"$25,000 under $50,000",250,35,153,90,4280,409
79226,"$50,000 under $75,000",150,39,0,194,5949,682
79226,"$75,000 under $100,000",110,80,82,253,6822,900
79226,"$100,000 under $200,000",80,81,118,504,8047,1347
79226,"$200,000 or more",20,0,0,0,6619,1340
,,,,,,,
79227,,550,68,0,173,14835,2204
79227,"$1 under $25,000",240,0,0,0,454,44
79227,"$25,000 under $50,000",140,0,0,0,2433,245
79227,"$50,000 under $75,000",80,0,0,0,3166,382
79227,"$75,000 under $100,000",40,68,0,173,2250,293
79227,"$100,000 under $200,000",50,0,0,0,6532,1240
79227,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79229,,150,0,0,0,3885,502
79229,"$1 under $25,000",50,0,0,0,99,0
79229,"$25,000 under $50,000",50,0,0,0,930,105
79229,"$50,000 under $75,000",20,0,0,0,865,102
79229,"$75,000 under $100,000",30,0,0,0,1991,295
79229,"$100,000 under $200,000",0,0,0,0,0,0
79229,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79235,,1430,263,229,1146,43267,6930
79235,"$1 under $25,000",640,25,0,0,1140,104
79235,"$25,000 under $50,000",380,0,0,105,6236,605
79235,"$50,000 under $75,000",180,122,129,278,7246,879
79235,"$75,000 under $100,000",90,0,0,0,5703,765
79235,"$100,000 under $200,000",110,116,100,763,12704,2166
79235,"$200,000 or more",30,0,0,0,10238,2411
,,,,,,,
79237,,180,0,0,0,2905,350
79237,"$1 under $25,000",100,0,0,0,115,11
79237,"$25,000 under $50,000",30,0,0,0,567,57
79237,"$50,000 under $75,000",50,0,0,0,2223,282
79237,"$75,000 under $100,000",0,0,0,0,0,0
79237,"$100,000 under $200,000",0,0,0,0,0,0
79237,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79241,,970,175,190,732,24985,3627
79241,"$1 under $25,000",430,0,0,0,962,82
79241,"$25,000 under $50,000",280,57,0,159,4531,434
79241,"$50,000 under $75,000",90,0,0,0,3346,378
79241,"$75,000 under $100,000",70,0,0,0,4308,544
79241,"$100,000 under $200,000",100,118,190,573,11838,2189
79241,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79244,,290,0,0,0,7742,1094
79244,"$1 under $25,000",130,0,0,0,303,29
79244,"$25,000 under $50,000",70,0,0,0,1244,118
79244,"$50,000 under $75,000",40,0,0,0,1554,185
79244,"$75,000 under $100,000",20,0,0,0,1426,187
79244,"$100,000 under $200,000",30,0,0,0,3215,575
79244,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79245,,940,78,93,487,24945,3522
79245,"$1 under $25,000",470,0,0,0,721,63
79245,"$25,000 under $50,000",230,27,0,0,3667,344
79245,"$50,000 under $75,000",110,0,93,118,4231,466
79245,"$75,000 under $100,000",60,51,0,0,3437,406
79245,"$100,000 under $200,000",70,0,0,369,12889,2243
79245,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79248,,610,33,0,136,12962,1934
79248,"$1 under $25,000",300,0,0,0,522,51
79248,"$25,000 under $50,000",170,33,0,136,2731,268
79248,"$50,000 under $75,000",70,0,0,0,2519,276
79248,"$75,000 under $100,000",40,0,0,0,2454,323
79248,"$100,000 under $200,000",30,0,0,0,4736,1016
79248,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79250,,560,56,95,479,17223,2674
79250,"$1 under $25,000",210,0,95,105,534,49
79250,"$25,000 under $50,000",200,0,0,0,3160,295
79250,"$50,000 under $75,000",60,0,0,0,2578,307
79250,"$75,000 under $100,000",40,56,0,0,2631,329
79250,"$100,000 under $200,000",50,0,0,374,8320,1694
79250,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79252,,1200,125,127,440,31316,4418
79252,"$1 under $25,000",500,0,0,0,1107,105
79252,"$25,000 under $50,000",340,0,0,0,6052,594
79252,"$50,000 under $75,000",180,64,0,217,6994,819
79252,"$75,000 under $100,000",80,0,127,0,5137,687
79252,"$100,000 under $200,000",100,61,0,223,12026,2213
79252,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79255,,180,0,0,0,4510,596
79255,"$1 under $25,000",80,0,0,0,133,12
79255,"$25,000 under $50,000",50,0,0,0,890,90
79255,"$50,000 under $75,000",20,0,0,0,821,95
79255,"$75,000 under $100,000",30,0,0,0,2666,399
79255,"$100,000 under $200,000",0,0,0,0,0,0
79255,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79256,,110,0,0,0,2234,273
79256,"$1 under $25,000",50,0,0,0,0,0
79256,"$25,000 under $50,000",30,0,0,0,644,71
79256,"$50,000 under $75,000",30,0,0,0,1590,202
79256,"$75,000 under $100,000",0,0,0,0,0,0
79256,"$100,000 under $200,000",0,0,0,0,0,0
79256,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79257,,400,0,0,176,11779,1797
79257,"$1 under $25,000",170,0,0,0,276,23
79257,"$25,000 under $50,000",100,0,0,176,1675,158
79257,"$50,000 under $75,000",60,0,0,0,2169,256
79257,"$75,000 under $100,000",30,0,0,0,2120,281
79257,"$100,000 under $200,000",40,0,0,0,5539,1079
79257,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79261,,170,0,0,0,3350,394
79261,"$1 under $25,000",90,0,0,0,164,15
79261,"$25,000 under $50,000",60,0,0,0,1305,138
79261,"$50,000 under $75,000",0,0,0,0,0,0
79261,"$75,000 under $100,000",20,0,0,0,1881,241
79261,"$100,000 under $200,000",0,0,0,0,0,0
79261,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79311,,1430,601,890,1448,41892,6336
79311,"$1 under $25,000",610,0,0,0,1290,108
79311,"$25,000 under $50,000",370,87,142,209,6033,602
79311,"$50,000 under $75,000",190,72,113,106,7089,787
79311,"$75,000 under $100,000",120,118,196,314,7074,842
79311,"$100,000 under $200,000",110,191,439,398,10749,1703
79311,"$200,000 or more",30,133,0,421,9657,2294
,,,,,,,
79312,,390,0,0,0,6802,768
79312,"$1 under $25,000",160,0,0,0,263,24
79312,"$25,000 under $50,000",140,0,0,0,1856,165
79312,"$50,000 under $75,000",60,0,0,0,2138,228
79312,"$75,000 under $100,000",30,0,0,0,2545,351
79312,"$100,000 under $200,000",0,0,0,0,0,0
79312,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79313,,630,105,166,371,16094,2233
79313,"$1 under $25,000",260,0,0,0,660,63
79313,"$25,000 under $50,000",200,50,0,128,3369,334
79313,"$50,000 under $75,000",80,0,166,0,3287,377
79313,"$75,000 under $100,000",40,55,0,0,2436,305
79313,"$100,000 under $200,000",50,0,0,243,6342,1154
79313,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79316,,4250,921,1083,2994,116564,18090
79316,"$1 under $25,000",1940,53,0,119,3845,346
79316,"$25,000 under $50,000",1100,108,206,316,17815,1665
79316,"$50,000 under $75,000",560,126,140,444,21683,2553
79316,"$75,000 under $100,000",290,94,140,234,18089,2357
79316,"$100,000 under $200,000",300,334,597,950,32229,5517
79316,"$200,000 or more",60,206,0,931,22903,5652
,,,,,,,
79322,,780,159,221,615,20007,3015
79322,"$1 under $25,000",360,0,0,0,725,67
79322,"$25,000 under $50,000",200,0,0,0,3252,324
79322,"$50,000 under $75,000",100,94,221,289,3508,408
79322,"$75,000 under $100,000",60,0,0,0,3619,457
79322,"$100,000 under $200,000",60,65,0,326,8903,1759
79322,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79323,,2790,578,1172,2453,137945,25109
79323,"$1 under $25,000",820,0,0,0,1737,161
79323,"$25,000 under $50,000",560,49,0,229,9594,955
79323,"$50,000 under $75,000",540,64,238,285,20571,2327
79323,"$75,000 under $100,000",360,50,122,219,21747,2724
79323,"$100,000 under $200,000",430,203,480,743,46649,8081
79323,"$200,000 or more",80,212,332,977,37647,10861
,,,,,,,
79325,,870,248,517,933,27165,4160
79325,"$1 under $25,000",320,39,0,84,774,68
79325,"$25,000 under $50,000",270,0,0,0,4389,417
79325,"$50,000 under $75,000",120,94,234,212,4483,472
79325,"$75,000 under $100,000",70,0,0,143,4269,545
79325,"$100,000 under $200,000",90,115,283,494,13250,2658
79325,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79329,,1440,740,1219,1766,58959,10814
79329,"$1 under $25,000",530,0,0,0,1264,122
79329,"$25,000 under $50,000",370,102,144,127,6557,654
79329,"$50,000 under $75,000",180,81,146,115,6960,753
79329,"$75,000 under $100,000",150,131,234,157,8810,1071
79329,"$100,000 under $200,000",170,288,695,472,17703,2957
79329,"$200,000 or more",40,138,0,895,17665,5257
,,,,,,,
79331,,4650,1224,1276,4097,176278,32168
79331,"$1 under $25,000",1880,45,0,101,3823,345
79331,"$25,000 under $50,000",1180,118,203,229,20324,1973
79331,"$50,000 under $75,000",640,222,279,361,25637,3059
79331,"$75,000 under $100,000",410,132,234,468,25922,3519
79331,"$100,000 under $200,000",390,319,333,1043,41819,7227
79331,"$200,000 or more",150,388,227,1895,58753,16045
,,,,,,,
79336,,6830,3047,3574,6422,265480,45516
79336,"$1 under $25,000",2650,140,115,180,5985,553
79336,"$25,000 under $50,000",1550,238,344,433,28250,2836
79336,"$50,000 under $75,000",980,552,683,717,38013,4454
79336,"$75,000 under $100,000",680,372,495,752,42116,5513
79336,"$100,000 under $200,000",780,938,1275,2079,82074,14009
79336,"$200,000 or more",190,807,662,2261,69042,18151
,,,,,,,
79339,,2850,449,617,1091,66370,9940
79339,"$1 under $25,000",1320,0,104,0,2853,253
79339,"$25,000 under $50,000",850,89,0,196,13627,1296
79339,"$50,000 under $75,000",300,81,90,166,11494,1283
79339,"$75,000 under $100,000",190,87,126,198,11524,1515
79339,"$100,000 under $200,000",160,192,297,531,16302,2752
79339,"$200,000 or more",30,0,0,0,10570,2841
,,,,,,,
79342,,150,0,0,0,5938,800
79342,"$1 under $25,000",50,0,0,0,0,0
79342,"$25,000 under $50,000",30,0,0,0,682,61
79342,"$50,000 under $75,000",20,0,0,0,820,86
79342,"$75,000 under $100,000",20,0,0,0,1231,151
79342,"$100,000 under $200,000",30,0,0,0,3205,502
79342,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79343,,590,87,117,149,15641,2328
79343,"$1 under $25,000",240,0,0,0,555,52
79343,"$25,000 under $50,000",200,0,117,0,3438,330
79343,"$50,000 under $75,000",80,87,0,149,3267,383
79343,"$75,000 under $100,000",20,0,0,0,1525,185
79343,"$100,000 under $200,000",50,0,0,0,6856,1378
79343,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79345,,410,0,0,129,9990,1385
79345,"$1 under $25,000",170,0,0,0,460,38
79345,"$25,000 under $50,000",130,0,0,129,1984,195
79345,"$50,000 under $75,000",40,0,0,0,1805,229
79345,"$75,000 under $100,000",30,0,0,0,1711,243
79345,"$100,000 under $200,000",40,0,0,0,4030,680
79345,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79346,,900,64,101,337,25332,4241
79346,"$1 under $25,000",370,0,0,0,693,64
79346,"$25,000 under $50,000",270,0,101,156,4177,390
79346,"$50,000 under $75,000",130,64,0,0,4992,559
79346,"$75,000 under $100,000",60,0,0,181,3475,433
79346,"$100,000 under $200,000",70,0,0,0,11995,2795
79346,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79347,,2820,727,750,1577,66530,9005
79347,"$1 under $25,000",1220,0,0,66,2069,175
79347,"$25,000 under $50,000",940,146,116,239,12339,1042
79347,"$50,000 under $75,000",310,77,113,188,11671,1254
79347,"$75,000 under $100,000",170,115,114,210,10299,1274
79347,"$100,000 under $200,000",150,389,407,611,15246,2553
79347,"$200,000 or more",30,0,0,263,14906,2707
,,,,,,,
79350,,300,46,0,0,7074,974
79350,"$1 under $25,000",150,0,0,0,331,32
79350,"$25,000 under $50,000",80,46,0,0,1566,160
79350,"$50,000 under $75,000",30,0,0,0,1304,145
79350,"$75,000 under $100,000",20,0,0,0,1419,188
79350,"$100,000 under $200,000",20,0,0,0,2454,449
79350,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79351,,510,53,0,595,19521,3330
79351,"$1 under $25,000",190,0,0,0,524,45
79351,"$25,000 under $50,000",140,53,0,0,2215,214
79351,"$50,000 under $75,000",60,0,0,0,2643,345
79351,"$75,000 under $100,000",50,0,0,0,2845,380
79351,"$100,000 under $200,000",40,0,0,595,3834,646
79351,"$200,000 or more",30,0,0,0,7460,1700
,,,,,,,
79355,,800,166,330,1135,28777,4515
79355,"$1 under $25,000",280,0,0,0,409,31
79355,"$25,000 under $50,000",180,0,109,0,2790,237
79355,"$50,000 under $75,000",120,50,0,294,4627,528
79355,"$75,000 under $100,000",100,0,0,0,5724,711
79355,"$100,000 under $200,000",100,116,221,841,9396,1523
79355,"$200,000 or more",20,0,0,0,5831,1485
,,,,,,,
79356,,1860,342,467,1947,78873,16052
79356,"$1 under $25,000",740,0,0,74,1620,150
79356,"$25,000 under $50,000",480,40,129,91,8760,849
79356,"$50,000 under $75,000",270,29,0,111,10585,1253
79356,"$75,000 under $100,000",190,54,103,219,11203,1405
79356,"$100,000 under $200,000",130,75,235,326,13394,2189
79356,"$200,000 or more",50,144,0,1126,33311,10206
,,,,,,,
79357,,910,111,91,575,22236,3334
79357,"$1 under $25,000",420,0,0,0,901,83
79357,"$25,000 under $50,000",290,42,91,79,4760,461
79357,"$50,000 under $75,000",80,0,0,0,3433,415
79357,"$75,000 under $100,000",50,69,0,496,3175,435
79357,"$100,000 under $200,000",70,0,0,0,9967,1940
79357,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79358,,530,351,508,705,19022,2872
79358,"$1 under $25,000",190,0,0,0,455,39
79358,"$25,000 under $50,000",120,0,161,109,1979,206
79358,"$50,000 under $75,000",80,130,0,135,3309,402
79358,"$75,000 under $100,000",50,0,0,0,2956,367
79358,"$100,000 under $200,000",90,221,347,461,10323,1858
79358,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79359,,1160,153,133,708,34421,5104
79359,"$1 under $25,000",440,0,0,92,867,78
79359,"$25,000 under $50,000",330,0,0,0,5224,493
79359,"$50,000 under $75,000",170,74,0,269,6313,714
79359,"$75,000 under $100,000",110,0,133,0,6941,911
79359,"$100,000 under $200,000",90,79,0,347,8368,1359
79359,"$200,000 or more",20,0,0,0,6708,1549
,,,,,,,
79360,,5590,1924,3309,4397,197015,30652
79360,"$1 under $25,000",2000,55,0,78,4891,482
79360,"$25,000 under $50,000",1380,155,404,367,21238,2023
79360,"$50,000 under $75,000",920,293,486,489,32911,3439
79360,"$75,000 under $100,000",530,245,533,508,31750,3942
79360,"$100,000 under $200,000",620,774,1362,1755,63959,10404
79360,"$200,000 or more",140,402,524,1200,42266,10362
,,,,,,,
79363,,2460,2100,2802,2848,98194,16640
79363,"$1 under $25,000",940,0,0,0,2235,201
79363,"$25,000 under $50,000",570,220,363,292,9917,972
79363,"$50,000 under $75,000",330,201,265,323,12725,1406
79363,"$75,000 under $100,000",230,287,397,297,14236,1762
79363,"$100,000 under $200,000",320,910,1224,1019,31325,4963
79363,"$200,000 or more",70,482,553,917,27756,7336
,,,,,,,
79364,,3390,740,1169,1939,87081,12836
79364,"$1 under $25,000",1540,69,0,96,3762,335
79364,"$25,000 under $50,000",930,120,243,257,16058,1596
79364,"$50,000 under $75,000",420,107,263,265,16128,1875
79364,"$75,000 under $100,000",250,136,298,210,15380,2009
79364,"$100,000 under $200,000",210,308,365,606,22373,3744
79364,"$200,000 or more",40,0,0,505,13380,3277
,,,,,,,
79366,,490,1457,1198,2059,47203,10907
79366,"$1 under $25,000",100,0,0,85,260,18
79366,"$25,000 under $50,000",80,146,231,0,1492,146
79366,"$50,000 under $75,000",60,149,0,88,2408,289
79366,"$75,000 under $100,000",70,226,252,142,4190,566
79366,"$100,000 under $200,000",120,472,393,477,12886,2229
79366,"$200,000 or more",60,464,322,1267,25967,7659
,,,,,,,
79367,,330,53,135,81,8115,1088
79367,"$1 under $25,000",140,0,0,0,317,30
79367,"$25,000 under $50,000",90,53,135,81,1512,150
79367,"$50,000 under $75,000",40,0,0,0,1510,157
79367,"$75,000 under $100,000",30,0,0,0,1515,172
79367,"$100,000 under $200,000",30,0,0,0,3261,579
79367,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79370,,590,50,119,144,16513,2283
79370,"$1 under $25,000",270,0,0,0,460,44
79370,"$25,000 under $50,000",110,0,119,0,1902,188
79370,"$50,000 under $75,000",90,50,0,144,3381,395
79370,"$75,000 under $100,000",60,0,0,0,3634,468
79370,"$100,000 under $200,000",60,0,0,0,7136,1188
79370,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79371,,550,90,0,367,16866,2457
79371,"$1 under $25,000",200,0,0,0,384,36
79371,"$25,000 under $50,000",160,0,0,0,2477,236
79371,"$50,000 under $75,000",80,0,0,0,2993,334
79371,"$75,000 under $100,000",50,90,0,367,3243,422
79371,"$100,000 under $200,000",60,0,0,0,7769,1429
79371,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79372,,650,123,193,379,24201,3571
79372,"$1 under $25,000",220,0,0,0,509,44
79372,"$25,000 under $50,000",140,0,0,100,2367,218
79372,"$50,000 under $75,000",100,49,0,0,3954,437
79372,"$75,000 under $100,000",80,0,0,0,4680,571
79372,"$100,000 under $200,000",110,74,193,279,12691,2301
79372,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79373,,1320,465,498,1044,38410,5850
79373,"$1 under $25,000",550,70,0,0,1346,116
79373,"$25,000 under $50,000",370,0,0,114,6141,616
79373,"$50,000 under $75,000",150,92,311,134,5784,673
79373,"$75,000 under $100,000",110,84,0,109,6471,827
79373,"$100,000 under $200,000",120,219,187,687,12452,2123
79373,"$200,000 or more",20,0,0,0,6216,1495
,,,,,,,
79377,,120,0,0,0,2906,327
79377,"$1 under $25,000",40,0,0,0,0,0
79377,"$25,000 under $50,000",40,0,0,0,583,124
79377,"$50,000 under $75,000",20,0,0,0,784,0
79377,"$75,000 under $100,000",20,0,0,0,1539,203
79377,"$100,000 under $200,000",0,0,0,0,0,0
79377,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79379,,270,0,0,0,6279,780
79379,"$1 under $25,000",100,0,0,0,282,27
79379,"$25,000 under $50,000",80,0,0,0,1371,133
79379,"$50,000 under $75,000",50,0,0,0,1744,201
79379,"$75,000 under $100,000",40,0,0,0,2882,419
79379,"$100,000 under $200,000",0,0,0,0,0,0
79379,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79381,,500,364,478,637,19090,3544
79381,"$1 under $25,000",200,0,0,0,539,48
79381,"$25,000 under $50,000",130,114,157,0,2009,183
79381,"$50,000 under $75,000",60,0,0,163,2331,294
79381,"$75,000 under $100,000",40,0,0,0,2276,291
79381,"$100,000 under $200,000",70,250,321,474,11935,2728
79381,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79382,,3160,3210,4626,4644,149815,28522
79382,"$1 under $25,000",1200,133,157,66,3126,286
79382,"$25,000 under $50,000",670,245,366,254,12272,1214
79382,"$50,000 under $75,000",430,366,543,350,16568,1854
79382,"$75,000 under $100,000",300,479,574,519,18314,2284
79382,"$100,000 under $200,000",440,1256,2039,1274,44446,7250
79382,"$200,000 or more",120,731,947,2181,55089,15634
,,,,,,,
79401,,2010,389,492,737,35444,6197
79401,"$1 under $25,000",1390,0,0,73,3869,289
79401,"$25,000 under $50,000",380,115,141,0,7646,781
79401,"$50,000 under $75,000",110,0,0,45,4411,566
79401,"$75,000 under $100,000",50,0,0,0,3027,441
79401,"$100,000 under $200,000",50,274,351,619,4706,814
79401,"$200,000 or more",30,0,0,0,11785,3306
,,,,,,,
79403,,6690,724,1212,1867,98510,13992
79403,"$1 under $25,000",4150,42,0,115,8936,789
79403,"$25,000 under $50,000",1700,123,335,273,27893,2653
79403,"$50,000 under $75,000",450,90,141,234,17830,2213
79403,"$75,000 under $100,000",210,133,218,283,12853,1706
79403,"$100,000 under $200,000",150,183,518,525,16185,2780
79403,"$200,000 or more",30,153,0,437,14813,3851
,,,,,,,
79404,,4200,389,631,789,56981,7719
79404,"$1 under $25,000",2580,0,0,0,5108,440
79404,"$25,000 under $50,000",1120,87,166,195,18575,1840
79404,"$50,000 under $75,000",300,88,219,264,11826,1448
79404,"$75,000 under $100,000",110,0,0,0,6732,902
79404,"$100,000 under $200,000",90,214,246,330,14740,3089
79404,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79407,,8380,5837,7326,12680,371234,80934
79407,"$1 under $25,000",3790,212,308,293,11537,1003
79407,"$25,000 under $50,000",2210,378,578,444,42212,4428
79407,"$50,000 under $75,000",950,537,900,889,37954,4695
79407,"$75,000 under $100,000",530,593,807,916,32057,4144
79407,"$100,000 under $200,000",580,1490,1964,2307,60488,10344
79407,"$200,000 or more",320,2627,2769,7831,186986,56320
,,,,,,,
79410,,3290,2189,2420,3342,124066,23869
79410,"$1 under $25,000",1570,105,0,88,4851,406
79410,"$25,000 under $50,000",780,144,243,174,15463,1676
79410,"$50,000 under $75,000",370,198,265,266,15556,2020
79410,"$75,000 under $100,000",240,275,366,273,15023,2092
79410,"$100,000 under $200,000",230,638,716,962,24798,4348
79410,"$200,000 or more",100,829,830,1579,48375,13327
,,,,,,,
79411,,3010,235,364,346,36403,4534
79411,"$1 under $25,000",1960,49,92,57,4946,424
79411,"$25,000 under $50,000",740,0,0,0,12608,1222
79411,"$50,000 under $75,000",170,93,137,195,6542,821
79411,"$75,000 under $100,000",70,0,0,0,4546,627
79411,"$100,000 under $200,000",70,93,135,94,7761,1440
79411,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79412,,6510,783,1255,1638,92713,11590
79412,"$1 under $25,000",3900,75,157,126,8572,735
79412,"$25,000 under $50,000",1640,187,336,299,27944,2709
79412,"$50,000 under $75,000",540,187,287,373,20761,2422
79412,"$75,000 under $100,000",260,127,167,316,16078,2154
79412,"$100,000 under $200,000",150,207,308,524,14453,2437
79412,"$200,000 or more",20,0,0,0,4905,1133
,,,,,,,
79413,,9470,4506,5733,10892,297924,47698
79413,"$1 under $25,000",4080,300,312,420,10609,909
79413,"$25,000 under $50,000",2310,596,845,1055,43443,4429
